"species.name"	"region"	"native_occurences"	"naturalised_occurences"	"Dstat_overlap"	"expansion"	"stability"	"unfilling"	"total.occupancy"	"expansion.observed.cells"	"expansion.potential.cells"	"nnd"	"nnd.propn"	"nnd.observed.cells"	"nnd.observed.cells.propn"	"nnu"	"nnu.propn"	"nnu.observed.cells"	"nnu.observed.cells.propn"	"native_center_x"	"native_center_y"	"natur_center_x"	"natur_center_y"	"natur_poten_x"	"natur_poten_y"	"native_center_tmax"	"native_center_tmin"	"native_center_precip"	"native_center_precipSeas"	"circular_model"	"circ_rstat"	"circ_pstat"	"mean_exp_dist1"	"median_exp_dist1"	"ten_exp_dist1"	"ninety_exp_dist1"	"max_exp_dist1"	"mean_exp_dist2"	"median_exp_dist2"	"ten_exp_dist2"	"ninety_exp_dist2"	"max_exp_dist2"	"proportion_tmax"	"proportion_tmin"	"proportion_precip"	"proportion_precipSeas"	"CV"	"exp_dir1"	"exp_dir2"	"concentration_dir1"	"concentration_dir2"	"alt_circular_model"
"Campanula rapunculoides"	"Australian"	1274	8	NA	0	1	0.23105	30.89247	0	4065	0	0	0	0	3.353	0.109	181	3.068	0.334912028978513	-1.21729573145332	0.210798832808927	-1.55557595761464	-0.53235519469608	-0.453853284107635	251	-46	878	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Campanula rapunculoides"	"Nearctic"	1405	130	NA	0.10208	0.89792	0.01539	72.01574	126	3944	7.351	0.413	126	0.349	0.274	0.004	108	0.285	0.37107557368055	-1.23552974724452	0.25523173771173	-1.08342109031797	0.411922178067077	-0.838083904420658	228	-7	837	14	"M5B"	0.446139433975715	0	1.12013908243344	1.0943250629284	0.977491343100056	1.31594270331943	1.36898649183178	1.18315245655005	1.20062696845178	0.904188165233918	1.40853198833819	1.70954253959735	0.427836779195392	0.331420598352835	0.304227484411442	NA	0.37869811089627	3.394	1.415	1.929	50.841	NA
"Campanula rapunculoides"	"Palearctic_West"	1405	796	NA	0.00279	0.99721	0.08599	14.53808	10	3944	0.041	0.002	10	0.028	1.53	0.105	241	1.854	0.37107557368055	-1.23552974724452	0.594720758023151	-1.04616763771198	0.472059106548024	-0.846156413973321	228	-7	837	14	"M2A"	0.988387868295154	0	0.808699531219784	0.814373798871434	0.741963279240534	0.894091135233413	0.916130304887685	NA	NA	NA	NA	NA	0	0	0	NA	0.0306566058843304	0.578	NA	43.313	0	NA
"Capsella bursa-pastoris"	"Afrotropical"	3237	48	NA	0.03216	0.96784	0.71048	66.53441	27	3780	2.14	0.063	27	0.051	24.002	0.361	284	1.06	0.19080246248943	-1.08800271793902	-0.485466640638934	-0.334280178084618	-1.24600203212958	0.562337346678732	279	-96	999	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Capsella bursa-pastoris"	"Australian"	3190	429	NA	0.01842	0.98158	0.03375	39.60763	56	3749	0.73	0.022	56	0.101	1.132	0.029	189	0.447	0.169622684522651	-1.13121266860467	-0.327049780649297	-0.924125087552616	-0.796847838346183	-0.110784141657067	261	5	760	12	"M2B"	0.955854950240669	0	1.84692745354899	1.87773711883604	1.04426314153838	2.58367748885785	2.88261821406157	NA	NA	NA	NA	NA	0.00124030986357417	0.134999370436551	0.998759690136426	NA	0.169015797275752	4.76	NA	158.303	0	NA
"Capsella bursa-pastoris"	"Nearctic"	4504	1127	NA	0.06509	0.93491	0.01058	208.79047	202	3526	13.59	0.276	202	0.259	0.522	0.002	152	0.183	0.371563730656343	-1.10705550634082	-0.0185025328246745	-0.509468175683733	0.42664041879896	-0.537177017592501	240	-49	864	19	"M5A"	0.546816079377848	0	1.88625360858881	1.87719538082499	1.65694039595572	2.15199593043262	2.2703584906553	1.29833609953591	1.29640437586851	0.928312939875998	1.6022671370924	2.43496204806437	0.47776129876809	0.271749375704507	0.229845632031191	NA	0.734403076137398	3.652	1.612	6.376	6.376	"M5B"
"Capsella bursa-pastoris"	"Neotropical"	4497	94	NA	0.29556	0.70444	0.01291	359.89696	336	3562	106.371	2.18	336	0.452	0.63	0.002	166	0.182	0.374445213796954	-1.11046043676674	-0.221022622548134	-0.784970343160519	-0.451544506766694	-0.409369968091917	244	2	650	9	"M5B"	0.284234547127564	0	1.88785164869606	1.868566619866	1.26459110657821	2.5685266295315	2.90785822919609	1.73356096785456	1.75972848964631	1.16108724193686	2.23010076372273	2.41985777062511	0.140883639417674	0.02092047402658	0.632295285459386	NA	0.778108539046316	4.527	1.216	41.3	10.69	NA
"Capsella bursa-pastoris"	"Oriental"	4111	39	NA	0.69975	0.30025	0.81258	233.3324	422	3669	163.275	3.653	422	0.664	36.315	0.156	434	0.696	0.365292892727203	-1.04169148555796	-1.30872237279276	-1.33749786432692	-1.3830877431904	0.562870894382054	181	-20	1072	40	"M2A"	0.994121676997897	0	2.68427144332233	2.71007677280439	1.38835172713905	3.91803444737508	4.33933986088727	NA	NA	NA	NA	NA	0	0.00159410427831683	0.917972225280291	NA	0.0387007373731976	4.846	NA	85.311	0	NA
"Capsella bursa-pastoris"	"Palearctic_East"	4195	19	NA	0.23412	0.76588	0.90131	131.29554	95	3702	30.739	0.714	95	0.158	38.793	0.295	387	1.244	0.406469017379195	-1.08197489285082	-0.354204494681201	0.000202900303230035	0.712179596844674	-0.040620853198993	256	-119	985	22	"M2A"	0.979852620538086	0	1.9806019788984	1.98413880872315	1.87499808123033	2.0937913735213	2.115615259744	NA	NA	NA	NA	NA	0	1	0.587291727697917	NA	0.0113603556722871	3.375	NA	25.075	0	NA
"Capsella bursa-pastoris"	"Panamanian"	2811	12	NA	0.11432	0.88568	0.33568	147.41166	31	3769	16.852	0.524	31	0.058	10.787	0.073	351	1.625	0.155679746007235	-1.21235863467946	-0.487308612375222	-0.858223914234744	-1.02927801484108	-0.365576908160784	284	-79	1000	15	"M2A"	0.989308368493292	0	0.909143435200253	0.928000860798077	0.476645574805238	1.28222543371971	1.38781657315592	NA	NA	NA	NA	NA	0	0.00974104358033548	1	NA	0.0177433064554506	4.672	NA	47.018	0	NA
"Capsella bursa-pastoris"	"Saharo-Arabian"	3984	13	NA	0.16556	0.83444	0.41642	115.85987	52	3647	19.181	0.437	52	0.079	18.279	0.158	475	2.021	0.377957590478522	-1.0038323367442	0.840357468326675	-0.353071829664287	-1.05700761261256	0.722256613385893	270	-93	805	16	"M2A"	0.99460832260556	0	2.36349701452887	2.36318705857286	1.65460363451184	3.08327659897881	3.21166203980436	NA	NA	NA	NA	NA	0	0	0	NA	0.00600993603693378	6.083	NA	92.987	0	NA
"Capsella bursa-pastoris"	"Sino-Japanese"	4435	125	NA	0.354	0.646	0.24348	209.6858	325	3613	74.228	1.556	325	0.47	11.615	0.055	247	0.321	0.374835089992439	-1.09288501479956	-0.372196625045289	-0.651334083689181	-0.344256821647706	-0.140360250097835	246	-1	635	9	"M5A"	0.635216242782524	0	1.86793249528395	1.88321746887894	1.27642034334459	2.44293533397914	2.73171570653417	1.47583164732505	1.52535504616415	0.877660736713348	1.96267381739959	2.08576506132446	0.00534725021030293	0.346861275388016	0.813783257454368	NA	0.76544254215985	4.084	0.794	6.628	6.628	NA
"Cardamine impatiens"	"Nearctic"	1398	37	NA	0	1	0.31431	15.15092	0	3647	0	0	0	0	8.754	0.578	589	8.536	0.250549644857498	-1.20635573522354	0.128770726692291	-1.61865550623782	0.259690260548157	-0.627038009769922	224	-47	1119	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Cardaria draba"	"Australian"	336	30	NA	0	1	0.51744	17.35708	0	3892	0	0	0	0	35.257	2.031	332	4.099	-0.147953477750783	-0.762143832502621	-0.213829780164715	-0.968367086540363	-0.779019989490714	-0.108478320741365	276	8	811	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Cardaria draba"	"Nearctic"	344	156	NA	0.07783	0.92217	0.17909	118.83846	52	3802	9.249	0.131	52	0.103	12.65	0.106	210	0.609	-0.133659991608517	-0.763493860955712	-0.201346668341728	-0.0030570995068176	-0.0486185835182455	-0.55754952988005	280	14	754	29	"M2A"	0.989757808208076	0	1.30142397769499	1.28563846429752	0.974021883401494	1.65067197809618	1.81579996767201	NA	NA	NA	NA	NA	0.988737311356079	0	0	NA	0.286905398290298	1.755	NA	49.072	0	NA
"Cardaria draba"	"Palearctic_West"	344	649	NA	0.00315	0.99685	0.54158	10.43733	11	3802	0.033	0	11	0.022	38.256	3.665	410	3.942	-0.133659991608517	-0.763493860955712	0.381614513869127	-1.14533853954346	0.294724136054985	-0.778914231550631	280	14	754	29	"M2A"	0.985163484861293	0	0.669345584472256	0.663448352334398	0.574172322873491	0.756407472181705	0.777001223577987	NA	NA	NA	NA	NA	0	0	0	NA	0.0293254384776217	0.311	NA	33.956	0	NA
"Cardaria pubescens"	"Nearctic"	8	140	NA	0.23266	0.76734	0.55771	98.27673	101	3953	22.865	0.101	101	0.287	126.383	1.286	195	0.756	0.847077481194608	0.224480518884289	0.104809846391694	-0.0736751610702461	0.933845385256698	-0.108923008102197	241	-229	407	55	"M2A"	0.839497229456876	0	1.76034395411942	1.82190092402315	1.13476071080104	2.17596335401688	2.27543535113886	NA	NA	NA	NA	NA	0.449468925265534	0.90696029790531	0.333750572422115	NA	0.16952715583278	3.16	NA	3.47	0	NA
"Carduus acanthoides"	"Nearctic"	694	40	NA	0.27504	0.72496	0.00893	204.83393	158	3972	56.338	3.381	158	0.474	0.149	0.001	73	0.175	0.353168613352712	-1.09631043016976	-0.171235644506236	-0.574891805450124	0.350596494186731	-0.624568237491465	232	-35	867	21	"M2C"	0.74322582103658	0	1.51438495226364	1.55734928745628	1.05725107625012	1.8726179664623	2.01429011039549	NA	NA	NA	NA	NA	0.315028512023431	0.68189866926016	0.235269684509072	NA	0.28777247589915	3.041	NA	23.145	0	NA
"Carduus acanthoides"	"Neotropical"	693	9	NA	0.74344	0.25656	0.98668	20.91477	29	3986	15.549	0.971	29	0.091	15.796	0.755	304	6.909	0.356196679374756	-1.09984462950754	-0.486534662817091	-1.25301622478327	0.0731120499717752	-0.450227509331289	239	4	682	12	"M2A"	0.983892496617945	0	1.0356436485287	1.04740749461347	0.823202557646786	1.23118242970901	1.28131186809888	NA	NA	NA	NA	NA	0	0.606009629575228	1	NA	0.0210048720201826	4.03	NA	31.298	0	NA
"Carduus acanthoides"	"Palearctic_West"	694	56	NA	0.02051	0.97949	0.0467	37.05303	13	3972	0.76	0.046	13	0.039	0.778	0.021	204	1.437	0.353168613352712	-1.09631043016976	0.456742858500716	-1.17964058601846	0.434770350861871	-0.798129021806186	232	-35	867	21	"M2A"	0.995124494078868	0	2.14556926477839	2.31224590562272	1.56967191187385	2.53900046898643	2.55497501307129	NA	NA	NA	NA	NA	0	0	0.998568763763479	NA	0.162458807241538	4.531	NA	102.805	0	NA
"Carduus crispus"	"Nearctic"	2647	8	NA	0	1	0.79972	12.56419	0	3588	0	0	0	0	20.351	1.62	681	18.917	0.483968460537982	-1.13315690796804	0.193113482082118	-1.61638217313326	0.44492530725659	-0.617686651398726	209	6	732	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Carduus nutans"	"Australian"	1671	146	NA	0.12194	0.87806	0.01467	64.57293	62	4021	7.874	0.516	62	0.218	0.224	0.003	118	0.518	0.29890826661362	-1.22738806625062	-0.0128011279001606	-1.42977439455791	-0.591065860356478	-0.314447041518744	265	-96	1027	17	"M2A"	0.996661238613199	0	1.95537320508888	2.10578103485623	0.726253955786891	2.55318219102647	2.8631352643104	NA	NA	NA	NA	NA	0	0	0.9351476962666	NA	0.00723243443123944	4.828	NA	150.008	0	NA
"Carduus nutans"	"Nearctic"	1699	252	NA	0.19879	0.80121	0.01758	64.75852	148	3921	12.874	0.812	148	0.385	0.279	0.004	107	0.252	0.306034601381843	-1.23107677968314	-0.183506586504957	-0.558020738177192	0.256547860391856	-0.665178582809251	270	-98	1006	15	"M5B"	0.656900008381617	0	1.26451721685484	1.23643565935321	0.924171247813541	1.68721163951005	1.88466392368808	1.28758419971516	1.26824198985224	1.00307705401835	1.5939188034735	1.71254550888901	0.48985800754858	0.437314191553042	0.243087912105157	NA	0.599134248000347	1.901	3.473	5.866	10.37	NA
"Carduus nutans"	"Palearctic_West"	1698	71	NA	0.07229	0.92771	0.18403	14.55152	26	3930	1.052	0.066	26	0.069	2.913	0.2	291	2.645	0.305723095984141	-1.23183525774943	0.544059934388856	-1.03596470382822	0.344675847883581	-0.821736525114851	270	-98	1006	15	"M2B"	0.961587600149171	0	1.97731749296476	1.96093981730496	1.86068886603739	2.09226481496746	2.10744270799808	NA	NA	NA	NA	NA	0	0	0.965286459055237	NA	0.337957933266981	4.422	NA	226.999	0	NA
"Carduus pycnocephalus"	"Australian"	522	314	NA	0.02727	0.97273	0.06416	28.86666	44	3980	0.787	0.012	44	0.135	4.315	0.149	111	0.43	-0.29628817521464	-0.638016240914021	-0.34074076880267	-0.910777329016742	-0.657560079492942	-0.257004973221054	328	35	508	18	"M2A"	0.98217030974575	0	1.32359690501325	1.2618107718211	0.881543464598951	1.86259922686718	2.20103018388163	NA	NA	NA	NA	NA	0	0.0121601493218181	0.968607164734297	NA	0.0273522892536968	4.508	NA	28.3	0	NA
"Carduus pycnocephalus"	"Nearctic"	527	115	NA	0.05352	0.94648	0.37793	45.94774	61	3997	2.459	0.036	61	0.198	25.573	0.557	102	0.382	-0.292837628617161	-0.633285474352981	-0.846850817850942	0.257858794517541	-0.196397819690386	-0.504435948587917	259	-42	1187	58	"M5B"	0.744250651476088	0	1.22068033613233	1.25937936928614	0.884893708219494	1.49890134985085	1.65000950984168	1.43927279040091	1.40728943747816	1.07194532333365	1.79539729807102	1.95651179540844	0.738931269259522	0.234962625493921	0.0862007735699507	NA	0.500648476214437	3.152	1.759	2.637	227	NA
"Carduus pycnocephalus"	"Neotropical"	526	12	NA	0.3575	0.6425	0.5683	54.28479	44	3997	19.407	0.287	44	0.143	38.423	0.708	212	1.514	-0.292898270747413	-0.633405086850019	-0.640226937510838	-1.06436624779488	-0.583097681394421	-0.293634061388547	259	-42	1187	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Carduus pycnocephalus"	"Palearctic_West"	527	46	NA	0.06363	0.93637	0.40665	60.66444	13	3997	3.86	0.057	13	0.042	27.517	0.454	185	1.36	-0.292837628617161	-0.633285474352981	-0.0307595713089162	-1.05650366977856	0.120863701042653	-0.791297021696734	259	-42	1187	58	"M5A"	0.897661635852448	0	0.993709927288107	1.00113531446657	0.939876784888831	1.04160275994461	1.05550129477148	0.673192498793234	0.656349145116879	0.493962354536485	0.857602626243761	0.918624278707063	0	0.93720820553287	0.658667692396454	NA	0.515034933531562	3.523	5.594	17.518	17.518	NA
"Carduus tenuiflorus"	"Afrotropical"	1033	7	NA	0.00599	0.99401	0.60938	41.9831	1	3992	0.251	0.005	1	0.003	28.362	0.676	230	2.738	-0.0552387644534575	-0.947163977180526	-0.35115801659415	-0.516704089068118	-0.791870892745127	0.0122242697544789	309	-80	952	23	"M2A"	1	0	0.634438265269134	0.634438265269134	0.634438265269134	0.634438265269134	0.634438265269134	NA	NA	NA	NA	NA	0	0	0	NA	0	0.398	NA	227	0	NA
"Carduus tenuiflorus"	"Australian"	1034	355	NA	0.00723	0.99277	0.04556	25.88482	32	3989	0.187	0.004	32	0.101	2.124	0.082	84	0.318	-0.0545763094800281	-0.948132012624474	-0.278111447735288	-0.817755630772256	-0.583466202202159	-0.363752347859704	309	-80	952	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Carduus tenuiflorus"	"Nearctic"	1034	48	NA	0.12549	0.87451	0.73363	50.38593	36	3989	6.323	0.136	36	0.114	34.203	0.679	184	1.095	-0.0545763094800281	-0.948132012624474	-0.755213290878965	0.200390875292315	-0.104523628212942	-0.738293444885625	309	-80	952	23	"M2B"	0.97116146048061	0	1.70288102521536	1.76415597636529	1.28033411898679	2.02517223910521	2.08740149634232	NA	NA	NA	NA	NA	0.992057282488327	0.0241737524933465	0.00794271751167276	NA	0.106493945610452	1.793	NA	226.999	0	NA
"Carduus tenuiflorus"	"Neotropical"	1034	8	NA	0.18083	0.81917	0.54169	96.04187	41	3989	17.368	0.373	41	0.13	25.255	0.263	183	1.052	-0.0545763094800281	-0.948132012624474	-0.327635453511717	-1.05506766241188	-0.522045446861041	-0.474956678678774	309	-80	952	23	"M5B"	0.476295884509553	0	0.877257004774441	0.885719978324763	0.793571799440739	0.954818690420113	0.97551710777002	1.17338727868385	1.20388703064307	0.887235500840338	1.43168085470309	1.46100844722079	0	0.0725514453675594	0.681395087658905	NA	0.492562887043568	0.553	4.403	21.554	24.584	NA
"Carduus tenuiflorus"	"Palearctic_West"	1034	13	NA	0.07415	0.92585	0.61957	13.4839	10	3989	1	0.021	10	0.032	28.885	2.142	266	4.433	-0.0545763094800281	-0.948132012624474	0.520804668926401	-1.09042599841992	0.225266251660496	-0.854317996100223	309	-80	952	23	"M2A"	0.947827068643816	0	0.62215516214885	0.606065914130445	0.530700875112214	0.746252371411018	0.774894138761469	NA	NA	NA	NA	NA	0	0	0	NA	0.0644915930287079	6.232	NA	9.856	0	NA
"Carex disticha"	"Australian"	2007	6	NA	0.06428	0.93572	0.42913	27.89865	6	4085	1.793	0.134	6	0.027	5.754	0.206	168	2.897	0.370942228017583	-1.25093079097337	0.0283739902467281	-1.36178318892733	-0.205192118455522	-0.90377245749267	262	-85	943	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Carex flacca"	"Australian"	2823	19	NA	0.01443	0.98557	0.18317	45.49556	4	3886	0.656	0.024	4	0.01	4.979	0.109	313	2.845	0.2391315831402	-1.21539159613806	0.10866547363973	-1.50477291200217	-0.740871445750775	-0.161895108890096	271	-88	1025	17	"M2A"	0.998437632651932	0	2.02823846276258	2.05788207869676	1.95472822988785	2.08989124926363	2.09789354190535	NA	NA	NA	NA	NA	0	0	1	NA	0.00148304112355391	4.853	NA	227	0	NA
"Carex flacca"	"Nearctic"	2929	11	NA	0	1	0.11053	65.8762	0	3773	0	0	0	0	3.186	0.048	354	1.989	0.25822012029641	-1.23193180575218	0.171863221065211	-1.52925852441377	0.141210042308852	-0.755361096489883	246	-10	859	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Carum carvi"	"Nearctic"	2654	118	NA	0.01274	0.98726	0.03276	88.25167	24	3573	1.125	0.027	24	0.033	1.39	0.016	363	0.924	0.58247002392542	-1.05017490679303	0.446952112684092	-1.0927355098606	0.725364533377015	-0.444395865928864	204	-21	725	19	"M5B"	0.744802914090331	0	1.67892384651791	1.65570470487307	1.44323060749632	1.9360347840116	1.99841291630315	2.14470017408566	2.16222060917574	2.00759810857348	2.26956585438381	2.34308510992832	0.296586823622375	0.252476850615496	0.703413176377625	NA	0.243826386154318	4.135	2.519	53.027	206.864	NA
"Carum carvi"	"Palearctic_West"	2643	242	NA	0	1	0.36341	17.38991	0	3594	0	0	0	0	15.225	0.876	545	3.283	0.582049921430307	-1.05623055238353	0.531314811735867	-1.4921303103326	0.608385976303543	-0.755133817963224	204	-21	725	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Casuarina cunninghamiana"	"Afrotropical"	411	7	NA	0.07648	0.92352	0.59003	58.4901	11	3623	4.473	0.042	11	0.016	62.696	1.072	565	4.414	-0.852435257702586	-0.638584072784569	-0.507049302678737	-0.260266427041757	-1.55713030861142	0.0444047755245824	324	66	999	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Casuarina cunninghamiana"	"Nearctic"	411	14	NA	0.02549	0.97451	0.64491	140.83857	13	3623	3.59	0.034	13	0.019	68.527	0.487	397	1.332	-0.852435257702586	-0.638584072784569	-1.27716683485697	-0.732053637025969	-0.414311167315234	-0.679672530813116	324	66	999	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Casuarina cunninghamiana"	"Neotropical"	411	10	NA	0.13601	0.86399	0.30927	164.56756	83	3623	22.383	0.211	83	0.122	32.863	0.2	373	0.952	-0.852435257702586	-0.638584072784569	-0.930317320577712	-1.28001833841193	-1.39589520770022	-0.948356540015125	324	66	999	45	"M4B"	0.806665211485409	0	1.67634224332804	1.75262874413382	1.13362406046962	2.05747330356962	2.138466557375	2.1477901556328	2.14639120282406	1.92658857007219	2.38925205586371	2.43385538216614	0	0	0.498506717262356	NA	0.507342648095696	4.936	8.078	47.817	5.33	NA
"Casuarina cunninghamiana"	"Palearctic_West"	339	17	NA	0.18898	0.81102	0.23767	86.41614	74	3988	16.331	0.265	74	0.233	14.674	0.17	139	0.552	-0.61255040087861	-0.805698136248316	-0.545952461055535	-0.367897538099513	-0.0977126700598815	-0.880286975815476	224	-2	1641	78	"M5B"	0.793311262959204	0	1.27661779502428	1.32394983150654	0.720441109595913	1.72204935129735	1.88689057686515	1.13183517280036	1.17846833861272	1.02165080634786	1.1953863734405	1.20289802145015	0.895731174459728	0	0.0909714776992877	NA	0.475151168920079	1.91	4.814	18.843	11.397	NA
"Casuarina cunninghamiana"	"Panamanian"	293	17	NA	0.22229	0.77771	0.43664	231.75546	161	3600	51.516	0.353	161	0.228	63.748	0.275	370	0.746	-0.958017949880796	-0.638999523430777	-1.52457964270889	-1.3856136285379	-1.64753537464239	-0.972574169048589	314	165	785	39	"M5A"	0.929439943276658	0	1.8056272071604	1.8140977287857	1.29337733719348	2.2662201451811	2.54709137811162	1.75520649677269	1.77635858125618	1.127047445663	2.33367093586833	2.54709137811162	0	0.176451678976556	0.883079840876302	NA	0.061150321761632	4.685	3.884	16.639	16.639	NA
"Casuarina equisetifolia"	"Afrotropical"	157	25	NA	0.06861	0.93139	0.24813	189.23831	109	3280	12.983	0.038	109	0.106	85.332	0.451	458	0.678	-1.68174875838795	-1.09773187107867	-1.63949322738939	-0.543544869975975	-1.60163615644705	-0.0158702918058353	311	199	1641	62	"M2B"	0.977014304629417	0	3.4300881168621	3.42886519783289	3.02902909016504	3.8676654026954	3.97537741178648	NA	NA	NA	NA	NA	0.0063627638695372	0	0.988379291265208	NA	0.957046543823296	4.209	NA	226.999	0	NA
"Casuarina equisetifolia"	"Nearctic"	148	41	NA	0.15414	0.84586	0.39329	181.57303	133	3427	27.988	0.094	133	0.151	117.498	0.647	484	0.918	-1.63452298287781	-0.940086555155351	-1.10381063360894	-0.102534797157978	-0.725402630707157	-0.615546697610053	319	137	1706	70	"M4A"	0.890752006964144	0	1.78330128582171	1.80985026587111	1.22589096103922	2.29302406133235	2.47844795385795	4.44731856869732	4.44731856869732	4.38979020672415	4.50484693067048	4.51922902116377	0.88885732723106	0	0.0496424872788093	NA	0.103497926157527	1.506	4.648	15.043	15.043	NA
"Casuarina equisetifolia"	"Neotropical"	159	36	NA	0.02603	0.97397	0.3817	138.57183	45	3263	3.607	0.01	45	0.043	134.211	0.969	578	1.136	-1.69402050755822	-1.16993906457326	-1.0906710332348	-1.39443554942146	-1.62326089865118	-1.38829514308533	338	164	1674	56	"M2C"	0.812339216197706	0	1.78835047287531	1.78776047869381	1.64814157745811	1.91881566171246	1.96005543766261	NA	NA	NA	NA	NA	0	0	0	NA	0.272852457112321	5.28	NA	53.069	0	NA
"Casuarina equisetifolia"	"Oceanian"	108	7	NA	0	1	0.88488	30.04621	0	3705	0	0	0	0	229.788	7.648	557	12.953	-1.80083314446171	-1.57216581599423	-1.13478141381567	-1.50999382325905	-1.93618958432246	-3.00544028330658	318	198	1962	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Casuarina equisetifolia"	"Oriental"	161	12	NA	0	1	0.54556	156.19885	0	3250	0	0	0	0	194.319	1.244	752	2.482	-1.68323875702953	-1.15343463367682	-1.87494331878226	-1.23092269757059	-1.94575735764497	-0.806412594552663	314	107	2001	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Casuarina equisetifolia"	"Palearctic_West"	32	17	NA	0.25981	0.74019	0.29685	98.80436	94	4040	25.671	0.241	94	0.355	31.587	0.32	101	0.391	-0.95686093649942	-0.733574939759494	-0.56552731790781	-0.523099748301649	-0.482900954095955	-0.644324181655533	278	92	1307	62	"M5B"	0.442457437006522	0	0.811783673714549	0.899479772975617	0.292532082468577	1.18377628503461	1.28887816359613	0.608729299825187	0.570894580130332	0.288090496943531	1.02950503292496	1.21348682223611	0.323346443602776	0	0.0731803261302569	NA	0.336095737226327	5.589	1.402	2.99	28.759	NA
"Casuarina equisetifolia"	"Panamanian"	156	42	NA	0.00369	0.99631	0.26253	158.16454	8	3284	0.584	0.002	8	0.008	90.468	0.572	519	1.018	-1.70248544523517	-1.19954907970347	-1.69720839409102	-1.03703088772135	-1.76887836822164	-1.35410103798886	312	190	1750	62	"M5B"	0.383936757618568	2.92089586737374e-276	1.9523330354267	1.93049198038787	1.92115984453089	1.99224264833804	2.00768031532559	2.12627032466908	2.10836494030515	1.02893072440303	3.23793423242626	3.28038050131496	0	0.229415578979595	0.4208926055041	NA	0.631090383273188	0.058	3.92	226.999	8.769	NA
"Cedrela odorata"	"Afrotropical"	522	7	NA	0	1	0.86095	59.67964	0	3356	0	0	0	0	189.725	3.179	854	8.989	-1.6829553283626	-1.4331132425984	-0.952065521271317	-0.377376052842329	-1.52087748301272	-0.209089826090108	325	150	1914	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Celastrus orbiculatus"	"Australian"	119	13	NA	0.14796	0.85204	0.85579	47.53025	16	3786	7.032	0.056	16	0.031	106.731	2.246	444	4.879	-0.641957543433398	-1.16493981152979	-0.154903046719997	-2.05276005179448	-0.625749780185888	-0.351276284553303	335	20	1139	23	"M2A"	0.997458763937003	0	2.3671417123316	2.36999102597155	2.15842240320392	2.52480279340689	2.63697847645467	NA	NA	NA	NA	NA	0	0	0.635981893105509	NA	0.00299480377228811	4.923	NA	197.006	0	NA
"Celastrus orbiculatus"	"Nearctic"	133	140	NA	0	1	0.57483	29.57656	0	3665	0	0	0	0	84.862	2.869	443	2.249	-0.608873874865058	-1.15521684757467	-0.00799599937889068	-1.45841179349477	-0.0833628349597209	-0.632092033363612	282	-13	1531	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Celastrus orbiculatus"	"Palearctic_East"	78	7	NA	0	1	0.88188	17.83202	0	3788	0	0	0	0	97.685	5.478	487	16.233	-0.415333802122677	-0.898976964602519	-0.754988906294677	-0.470947438670523	0.128416561664349	0.245014606518078	232	3	1438	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
