"species.name"	"region"	"native_occurences"	"naturalised_occurences"	"Dstat_overlap"	"expansion"	"stability"	"unfilling"	"total.occupancy"	"expansion.observed.cells"	"expansion.potential.cells"	"nnd"	"nnd.propn"	"nnd.observed.cells"	"nnd.observed.cells.propn"	"nnu"	"nnu.propn"	"nnu.observed.cells"	"nnu.observed.cells.propn"	"native_center_x"	"native_center_y"	"natur_center_x"	"natur_center_y"	"natur_poten_x"	"natur_poten_y"	"native_center_tmax"	"native_center_tmin"	"native_center_precip"	"circular_model"	"circ_rstat"	"circ_pstat"	"mean_exp_dist1"	"median_exp_dist1"	"ten_exp_dist1"	"ninety_exp_dist1"	"max_exp_dist1"	"mean_exp_dist2"	"median_exp_dist2"	"ten_exp_dist2"	"ninety_exp_dist2"	"max_exp_dist2"	"proportion_tmax"	"proportion_tmin"	"proportion_precip"	"proportion_cold"	"proportion_dry"	"CV"	"exp_dir1"	"exp_dir2"	"concentration_dir1"	"concentration_dir2"	"alt_circular_model"
"Cereus hildmannianus"	"Nearctic"	25	8	0.061	0.92519	0.07481	0.8558	72.46761	131	3016	67.047	1.757	131	1.819	32.649	0.451	57	0.39	-1.33349666924077	0.502042637112769	-0.647601934250652	-0.288532248915565	-1.16452253199018	0.375239730052995	341	29	1477	"M2A"	0.701523534540343	0	0.248264994665042	0.279665578211606	0.138928350197211	0.338047611177882	0.393459091610857	NA	NA	NA	NA	NA	0.142767729341751	0.0300758669487502	0	0.288414787118612	0.568817483539638	0.380575096567745	5.521	NA	2.023	0	NA
"Chamaecyparis lawsoniana"	"Australian"	63	17	0.507	0.04186	0.95814	0.42413	69.72728	6	2783	2.919	0.03	6	0.02	41.536	0.596	199	1.777	-0.581360164130076	0.468645425415148	-0.358672181290894	0.66797829344623	-0.710592495782279	-0.600572967653725	247	75	1008	"M2A"	0.956053936461061	0	1.351427134009	1.37771747571004	0.773468978249057	1.89923506063718	2.03792198824634	NA	NA	NA	NA	NA	0	0	0.400281396862887	0.499213991925064	0	0.0385284486780902	1.325	NA	11.646	0	NA
"Chamaecyparis lawsoniana"	"Palearctic_West"	57	589	0.211	0.26319	0.73681	0.38689	25.96431	76	2821	6.834	0.084	76	0.285	31.647	1.219	144	0.724	-0.54902584040146	0.312928217887756	-0.0126089547764394	0.518724603817346	-0.133090706360002	-0.108626124888047	262	46	949	"M2C"	0.921338695107504	0	0.930279972312389	0.883174967584327	0.362804769979098	1.55710388776006	2.11234771160189	NA	NA	NA	NA	NA	0.025270348951236	0.0312771920329667	0.848954969596471	0.0898958628609589	0.00362733681332499	0.45707917880804	1.705	NA	39.203	0	NA
"Chelidonium majus"	"Nearctic"	2714	126	0.461	0.01046	0.98954	0.19834	29.72552	6	2764	0.311	0.011	6	0.019	5.598	0.188	212	1.797	-0.00717379885719922	0.279472664581801	-0.246738711643759	0.344430521517794	0.147794431978101	0.125515202928351	233	-22	771	"M2A"	0.862950127212923	0	0.731851848445687	0.763247180798054	0.384312017247491	1.04496725098691	1.20233866814081	NA	NA	NA	NA	NA	0.155581937157594	0.44511980809859	0.853798322208302	0.00912682801579678	0.00609392484410939	0.421980143606843	2.415	NA	3.985	0	NA
"Chelidonium majus"	"Palearctic_East"	2635	6	0.022	0	1	0.98675	7.59422	0	2838	0	0	0	0	26.221	3.453	240	24	0.00459731545799172	0.270828373540801	-0.480882638767251	0.563709336934338	0.675357286122164	-0.106283954559997	235	-30	773	"M2A"	0.991874085512665	0	1.34742584912929	1.34587019330349	1.25706226159839	1.43047187719782	1.47204316878976	NA	NA	NA	NA	NA	0	1	1	0	0	0.00755202212124573	2.603	NA	61.785	0	NA
"Chelidonium majus"	"Sino-Japanese"	2704	41	0.066	0.60067	0.39933	0.9518	60.54141	97	2819	36.365	1.308	97	0.361	26.454	0.437	223	1.559	-0.00745463903119972	0.275500060730866	-0.944082840120383	0.939338383999177	-0.241798366147503	0.163315948256455	260	-92	881	"M2A"	0.945447388147199	0	0.655142500125173	0.654547736147771	0.351583209559127	0.967646230811431	1.07766694574258	NA	NA	NA	NA	NA	0.0556116523058707	0.249946947743497	0.97333543126816	0	0	0.108166180686463	2.228	NA	9.44	0	NA
"Chenopodium album"	"Afrotropical"	3064	104	0.219	0.04021	0.95979	0.41196	32.97376	17	2783	1.326	0.041	17	0.056	13.351	0.405	179	1.252	-0.0839993913924867	0.219070829631623	-0.541817443752437	-0.22093989696921	-0.845025885820052	-0.91275314406462	241	-14	763	"M2A"	0.961676900212625	0	0.98312256615498	1.01710668958405	0.441627216937349	1.48267838149043	1.86198109477421	NA	NA	NA	NA	NA	0.000971008358322057	0.000694349073994191	0.0608628851598766	0.874943348404759	0.00695545842652269	0.222075189727836	1.038	NA	13.313	0	NA
"Chenopodium album"	"Australian"	3142	347	0.287	0.05329	0.94671	0.13316	57.7776	49	2737	3.079	0.089	49	0.14	4.596	0.08	140	0.538	-0.0883459124894277	0.258297201446119	-0.584586375118769	-0.183593256416822	-0.760650123555324	-0.872887632296692	227	19	734	"M2A"	0.901078687276145	0	1.25432298611837	1.2676071468393	0.533332043439754	1.91831059322695	2.86385106098326	NA	NA	NA	NA	NA	0.00257694685638667	0.00409330046572195	0.267536640574487	0.644107846810967	0.0157382885195134	0.35412810986142	1.118	NA	5.358	0	NA
"Chenopodium album"	"Nearctic"	4004	718	0.438	0.10122	0.89878	0.0285	158.18684	207	2513	16.011	0.344	207	0.36	1.327	0.008	146	0.23	0.0700383369735668	0.299020799665602	-0.106332724882169	-0.11196852018717	0.429671346233908	0.0464725446400131	259	-115	888	"M5B"	0.645942604134467	0	1.29945158419944	1.31557432550357	0.590748324096336	1.99029228307365	2.59493000329459	1.10058410946243	1.14134356525078	0.506194024244676	1.58668765123185	2.03700058346866	0.449690798507063	0.523955339810423	0.504283193709464	0.0276090698999929	0.0298335568260683	0.678128891054758	3.432	2.22	1.92	17.842	NA
"Chenopodium album"	"Neotropical"	4000	32	0.212	0.28536	0.71464	0.25353	138.96159	99	2533	39.654	0.854	99	0.178	11.767	0.085	345	1.117	0.0706312837843859	0.300219404109494	-0.574735342873756	-0.107580005243614	-0.256842035576229	-0.0988012513889703	259	-115	888	"M5A"	0.267612990575423	0	0.700792736575995	0.684533984737656	0.338073583441326	1.1320208985298	1.39683027602481	0.744934274518646	0.769865945681101	0.361882084270776	1.08958758015725	1.23799417541192	0.164124707107308	0.198949433004355	0.37622645583411	0.320113510857982	0.15737120413824	0.97161679945479	1.919	0.421	0.76	0.76	NA
"Chenopodium album"	"Oriental"	3824	39	0.084	0.78251	0.21749	0.65735	187.16529	355	2693	146.459	3.444	355	0.899	27.957	0.149	284	0.609	0.0714884349328314	0.240517091886082	-1.51989936082455	0.872300798008868	-0.781443826222588	-0.530592484612995	218	1	671	"M5A"	0.882240526504025	0	1.03959062526855	1.05224685551673	0.496966980240789	1.57025362442232	1.75137514711513	1.02015765063682	1.04605852016848	0.391109196677909	1.5726482014313	1.75137514711513	0.00182904924347518	0.0148519378368021	0.289487882927852	0.644125983571392	0	0.10090054125943	0.943	1.729	8.069	8.069	NA
"Chenopodium album"	"Palearctic_East"	3722	16	0.027	0.47958	0.52042	0.20525	265.87088	232	2682	127.507	3.138	232	0.571	8.34	0.031	174	0.375	0.108973077990062	0.27255285568667	-0.0260643482324284	-0.140740148016541	0.938172653185715	-0.0529783277962662	232	-51	754	"M2A"	0.938854705566268	0	1.33969664984899	1.38958364174049	0.756068222320357	1.86272789680709	2.11637475962074	NA	NA	NA	NA	NA	0.377116044009776	0.798094452466393	0.740950734407633	0	0	0.108528751916424	2.715	NA	8.455	0	NA
"Chenopodium album"	"Palearctic_West"	4004	41	0.315	0.08725	0.91275	0.16262	102.85724	86	2513	8.974	0.193	86	0.15	7.574	0.074	308	0.873	0.0700383369735668	0.299020799665602	0.494185600916957	0.717667469117123	0.332212844728956	0.111044416126345	259	-115	888	"M2C"	0.886372785127865	0	1.17993182155842	1.16617951945326	0.543225846048711	1.85498361721523	2.12203519637901	NA	NA	NA	NA	NA	0.020737953479684	0.0322636601722113	0.517213422728891	0.336099973813041	0.00866971720657157	0.505574701116288	1.429	NA	9.877	0	NA
"Chenopodium album"	"Saharo-Arabian"	3480	31	0.194	0.32009	0.67991	0.07807	119.45701	142	2689	38.237	0.993	142	0.356	3.005	0.025	156	0.405	0.0929838019079871	0.165604525352152	1.01899245866674	0.11535475667056	-0.794410043669855	-1.40636966653424	261	-108	792	"M2A"	0.968457261975803	0	2.09364650599781	2.14231421616031	1.25159826116926	2.88530200541151	3.16138909078417	NA	NA	NA	NA	NA	0	0	0.0150099477193879	0.93341825071971	0	0.0362580558076266	0.947	NA	16.114	0	NA
"Chenopodium album"	"Sino-Japanese"	3954	108	0.274	0.3889	0.6111	0.03868	166.95396	277	2617	64.928	1.448	277	0.588	1.734	0.01	97	0.149	0.0750242341506942	0.289317805860219	-0.478445064430011	0.71708817704539	0.202797614325229	0.212136902112583	216	-3	704	"M5B"	0.746666574359108	0	1.13410545100084	1.11908155992088	0.518067928912045	1.83896307067333	2.31474519395629	0.609389873950038	0.582124187102642	0.252027053788104	0.975027372906817	1.16950970491426	0.0767064010280906	0.157769362582902	0.725053711860076	0.146311715927604	0.0423064386860102	0.729706585833958	1.899	5.216	7.208	0.001	NA
"Chenopodium opulifolium"	"Afrotropical"	519	16	0.323	0.03917	0.96083	0.59739	53.29858	5	2833	2.088	0.052	5	0.02	23.8	0.447	155	1.476	-0.29369853768432	-0.154163192135198	-0.783938449299628	-0.197913464246659	-1.00436658745565	-0.388736714418713	262	41	574	"M5B"	0.703384877108129	0	0.566409519809782	0.578368209627099	0.277118919135705	0.824974982085296	0.891343795624949	0.636980456040102	0.658319348813436	0.306815426387845	0.913351863645504	1.05010072762037	0	0.00277480814730909	0.11100934499318	0.602093626245264	0.202106918991611	0.508914237315626	5.724	1.146	4.287	8.133	NA
"Chenopodium opulifolium"	"Palearctic_West"	516	81	0.356	0.02092	0.97908	0.5966	13.57984	6	2868	0.284	0.007	6	0.027	23.123	1.703	170	3.036	-0.278956312963069	-0.152873280952552	0.064868268866747	0.285235128175234	0.0125336040932785	-0.0218141168459596	306	-80	756	"M2C"	0.872994131543473	0	0.561985685789825	0.548693710529713	0.26406423745078	0.894461928206242	1.06433623861966	NA	NA	NA	NA	NA	0.0205937977583752	0.0392926416438887	0.641027851420007	0.29245121011331	0.00484041513725905	0.319485510732694	1.639	NA	9.941	0	NA
"Chondrilla juncea"	"Australian"	1208	374	0.438	0.01151	0.98849	0.21759	27.40752	14	2872	0.315	0.009	14	0.065	7.408	0.27	88	0.62	-0.249320426209201	-0.0903549837252508	-0.604734984187036	-0.445720819517859	-0.685518377369656	-0.638829190889833	284	-40	716	"M5B"	0.717031791155732	0	0.857767197387037	0.885713528499816	0.366657587690494	1.28344233164644	1.47621622282602	0.349741198606411	0.350710990462503	0.189177264400204	0.493041614264833	0.563758798438826	0.0364083815009197	0.0345888356203934	0.319724877002842	0.517880173843958	0.0856635156182233	0.52874967301997	1.235	5.877	6.811	0.336	NA
"Chondrilla juncea"	"Nearctic"	1220	67	0.453	0.13322	0.86678	0.0209	101.6739	64	2817	13.545	0.38	64	0.236	0.745	0.007	79	0.309	-0.246244542653443	-0.0857339397279058	-0.494621474349098	-0.0660155160483237	-0.161664333067775	-0.111702858869418	284	-40	716	"M5B"	0.558900423896858	0	0.72388992391317	0.744027188676782	0.347102978702759	1.08324272728611	1.21087534816342	0.770486585558885	0.768966863670176	0.354792428885126	1.19345245211608	1.41525505774178	0.326654794486133	0.340646865961003	0.552208099471951	0.043375252769011	0.0675804948967359	0.715797031625073	3.363	2.086	1.212	41.86	NA
"Chondrilla juncea"	"Palearctic_West"	1220	6	0.096	0	1	0.89444	3.76393	0	2817	0	0	0	0	31.875	8.469	263	32.875	-0.246244542653443	-0.0857339397279058	-0.0220857024661572	0.303630615178424	0.0544579157162294	-0.00251338603618876	284	-40	716	"M2A"	0.959737431109781	0	0.328093897415474	0.338529432635107	0.247240156787798	0.398512102823516	0.416173364157392	NA	NA	NA	NA	NA	0	0	0.953307096379127	0.0466929036208734	0	0.101910675832361	1.869	NA	12.685	0	NA
"Chorispora tenella"	"Australian"	19	6	0.009	0	1	0.98582	1.26431	0	2907	0	0	0	0	116.828	92.405	179	89.5	-0.4284619994269	-0.593804424887012	-0.557989579361865	-0.794879197887314	-0.849097919430814	-1.00844972041594	302	35	409	"M2A"	0.993271427217368	0	0.388399232754121	0.388399232754121	0.353986474162159	0.422811991346084	0.431415180994075	NA	NA	NA	NA	NA	0	0	0	1	0	0.00856223299201664	0.638	NA	74.563	0	NA
"Chorispora tenella"	"Nearctic"	35	332	0.301	0.00105	0.99895	0.38526	35.1951	3	2553	0.037	0	3	0.006	77.316	2.197	318	1.445	0.0358269476119889	-0.390731231705067	-0.148028863056289	-0.639384218657315	0.610453957039315	-0.0420930535651358	267	-30	389	"M2A"	0.924362604688282	0	1.21404971464808	1.22958299203156	0.538001698857173	1.9052945189358	2.24254338595291	NA	NA	NA	NA	NA	0.960475106559555	0.632995870064811	0.0205489890951516	0.00483533239929361	0.0114570013935311	0.280700433802741	3.821	NA	6.897	0	NA
"Chorispora tenella"	"Neotropical"	34	9	0.147	0	1	0.77084	43.14649	0	2569	0	0	0	0	148.382	3.439	448	6.31	0.064503000044341	-0.35924089115077	0.243281244437098	-0.0925271565918024	-0.298434503005459	-0.350564943943019	286	-92	493	"M2A"	0.878018293408454	0	0.808036611528458	0.833698652050028	0.406270882972094	1.17332767798077	1.34274347247629	NA	NA	NA	NA	NA	0	0	0	0.910219658950747	0.107096221903636	0.188318389912674	0.581	NA	4.423	0	NA
"Chorispora tenella"	"Palearctic_West"	33	24	0.031	0	1	0.92726	10.61479	0	2591	0	0	0	0	171.236	16.132	471	18.115	0.0333091444372526	-0.386527756418873	0.423093215210815	0.159263718284834	0.480142060122126	0.0528026338242968	311	-145	579	"M5B"	0.547806176244859	0	0.264502322915156	0.260551026286473	0.161881202865707	0.379380033988761	0.430213557314815	0.339841455080611	0.335407400034864	0.19185381645814	0.52701450483895	0.595659473721371	0.116297314166879	0.362126512257541	0.571266214200729	0.204814493409992	0.0605214092894281	0.622372897693187	1.661	2.577	1.103	8.232	NA
"Cichorium intybus"	"Afrotropical"	2403	33	0.156	0.02976	0.97024	0.76765	27.65972	5	2837	0.823	0.032	5	0.02	20.042	0.725	175	2.16	-0.0820043896700993	0.154119380485286	-0.417597043502242	-0.481506111358724	-0.821163749660343	-0.754319061063441	256	-45	776	"M2A"	0.891781795417873	0	0.692250695750183	0.70902977543903	0.367849098889539	0.996635402408714	1.18380790539589	NA	NA	NA	NA	NA	0	0	0.0194543970266244	0.886337457524786	0.0699228588291091	0.2682549809477	0.614	NA	4.932	0	NA
"Cichorium intybus"	"Australian"	2456	230	0.287	0.05917	0.94083	0.12505	50.33943	70	2825	2.979	0.111	70	0.266	3.361	0.067	86	0.348	-0.0754983486441734	0.164084165229247	-0.584980843040381	-0.136890036700277	-0.714126759216058	-0.705757072407639	284	-121	898	"M2A"	0.864450977991013	0	1.11027561838245	1.13700133146288	0.501489632100367	1.6752790155572	1.87058547728689	NA	NA	NA	NA	NA	0.00854039281911904	0.0106209195801336	0.293517397796487	0.612443535251714	0.0130425225662935	0.400827354141877	1.133	NA	4.024	0	NA
"Cichorium intybus"	"Nearctic"	2501	476	0.474	0.06152	0.93848	0.01322	58.86614	103	2732	3.621	0.13	103	0.289	0.367	0.006	89	0.241	-0.0646835156231462	0.164481003590765	-0.354565052523123	0.0545663474980812	0.203654884622153	-0.0948071275615607	268	-83	833	"M5A"	0.752369384764931	0	0.971635795966436	0.995554626389772	0.469936139414063	1.3939673140134	1.59168617911501	0.970790062072545	1.00092494824664	0.45198547230981	1.4295903380899	1.62069669809233	0.328213020899852	0.467853515172506	0.666978767996478	0.0142545139881287	0.0127658702924652	0.566634497253308	3.517	2.257	4.875	4.875	NA
"Cichorium intybus"	"Neotropical"	2498	33	0.254	0.36482	0.63518	0.01841	142.77008	187	2743	52.085	1.886	187	0.542	0.509	0.004	88	0.198	-0.0637728485457148	0.165849985061948	-0.66927566417072	0.148685880040946	-0.26908570796584	-0.245212614101926	268	-83	833	"M2C"	0.674411204900359	0	0.927645668406103	0.979060261907806	0.389383243519323	1.38458734680532	1.56246271296199	NA	NA	NA	NA	NA	0.076912096646706	0.0989385640265296	0.644700834394037	0.179522941241819	0.0575590040960374	0.780377675315186	1.734	NA	8.811	0	NA
"Cichorium intybus"	"Palearctic_West"	2498	184	0.454	0.07533	0.92467	0.0097	69.60168	111	2738	5.243	0.189	111	0.317	0.269	0.004	66	0.167	-0.0648859111538387	0.165285794293009	-0.0283838492631971	0.298711429694109	0.246292539381201	0.0383288713823984	268	-83	833	"M5A"	0.630652460456987	0	0.98941743527294	1.02009924550841	0.49105766916086	1.42128636801704	1.66868326588807	1.04280206490202	1.03056219787032	0.467675900890565	1.64793411838578	2.16989595326949	0.422452610129547	0.511401918770017	0.5132780738532	0.0456037887630414	0.041789236199041	0.629535801826858	3.195	2.026	2.421	2.421	NA
"Cichorium intybus"	"Saharo-Arabian"	2405	19	0.073	0.01023	0.98977	0.90237	28.09385	1	2788	0.287	0.011	1	0.003	23.692	0.843	248	4.679	-0.0588626792174554	0.133550696562393	-0.729699828442654	-0.671628517342096	-0.80720336968853	-1.35075895455654	248	-27	723	"M2A"	0.975357334630631	0	0.773374491466599	0.719494375303285	0.362403342228897	1.24290681543342	1.37040925751759	NA	NA	NA	NA	NA	0	0	0.620676738052284	0.189696207973099	0	0.0525967711451091	1.507	NA	20.55	0	NA
"Cinnamomum camphora"	"Afrotropical"	50	17	0.216	0.6354	0.3646	0.37682	171.13716	264	2875	108.74	0.992	264	1.239	41.316	0.241	86	0.22	-1.37423323921311	1.14026936995338	-1.07099973265969	0.117131534590685	-1.52492816265859	0.694760679580972	287	93	1751	"M2A"	0.874640658811361	0	0.746996363144868	0.767122942269199	0.356269555960927	1.09202015031509	1.22437181503557	NA	NA	NA	NA	NA	0.00401995910212435	0.00696767109716153	0.0279545757189867	0.797392500016237	0.230472893674942	0.576422194059748	0.188	NA	4.315	0	NA
"Cinnamomum camphora"	"Australian"	52	92	0.323	0.18373	0.81627	0.33685	59.80944	66	2766	10.989	0.081	66	0.205	45.847	0.767	165	0.74	-1.40318462255953	1.17655761597832	-0.945947822924527	0.438002117381078	-0.8863555651166	0.566663305962752	287	95	1781	"M5B"	0.695790051823248	0	0.804964701808206	0.811530486501882	0.339437386968945	1.26825965936736	1.47757046393426	0.748953943700495	0.713361022735045	0.319569823710306	1.24027302114022	1.47757046393426	0.148592816759533	0.295733548628077	0.768843265941906	0.032712057686934	0.0686880728915499	0.699803726072791	2.215	3.052	18.989	0.844	NA
"Cinnamomum camphora"	"Nearctic"	55	26	0.17	0.60643	0.39357	0.47449	153.96996	200	2774	93.372	0.671	200	0.637	66.032	0.429	170	0.494	-1.39547834359102	1.25408332721299	-0.842691943874233	-0.071641818064999	-0.881258619013305	0.375094445750336	283	91	1828	"M5B"	0.939295384585481	0	0.879586745411155	0.8077043527356	0.342673391759698	1.16241015045985	2.41924966877151	1.04137310489411	0.85170866221947	0.398101213572048	2.19772129035576	2.41924966877151	0.0304802126813477	0.168301455979271	0.953924859722559	0.0160634998044475	0.00560510299700509	0.577796024330379	2.922	2.136	2.912	33.192	NA
"Cinnamomum camphora"	"Neotropical"	63	9	0.03	0	1	0.74756	37.29979	0	2566	0	0	0	0	148.361	3.978	445	5.779	-1.47234951566235	1.43961835463	-1.30583064950969	0.67715680620901	-1.82284930957369	0.956408218859124	290	70	2006	"M2C"	0.891047788281746	0	0.731007048066907	0.757409916255801	0.359297880520184	1.06676727668462	1.18681555389977	NA	NA	NA	NA	NA	0.0236682997044683	0.0276347900036372	0.0115651940345754	0.433755368403423	0.653077242330343	0.321933295497757	5.987	NA	8.555	0	NA
"Cinnamomum camphora"	"Oriental"	63	30	0.117	0.08221	0.91779	0.41398	64.21216	41	2566	5.279	0.027	41	0.079	82.159	1.279	296	1.109	-1.47234951566235	1.43961835463	-1.52525699694369	0.60900355738631	-1.88102534902796	1.21162411519562	290	70	2006	"M5B"	0.792507277592518	0	1.11643112806057	1.13334299646033	0.476592120406495	1.72528066007312	2.0030316534318	1.08186947619591	1.04981613978059	0.384507644968285	1.83338162970049	2.0030316534318	0.0301902371170196	0.0161282270030973	0.039028942545314	0.115247221640163	0.82246654781866	0.559852315436743	5.464	0.16	7.546	1.228	NA
"Cinnamomum camphora"	"Palearctic_West"	23	9	0.297	0.70313	0.29687	0.57935	58.96395	80	3020	41.459	1.43	80	1.176	16.797	0.285	38	0.345	-0.956655216256467	0.695034355595021	-0.261727517935312	0.499577552175649	-0.612585930851479	0.5239737443817	309	-17	1468	"M5B"	0.493364556765417	0	0.329984359115368	0.325898308590054	0.199617523428023	0.455539090040659	0.574120377314827	0.289450156205474	0.288192959771207	0.122914838110726	0.460759618028387	0.574120377314827	0.179584546742326	0.225523151551658	0.499613900327616	0.159239792995502	0.0624345550667798	0.801956959644348	1.967	2.754	5.049	0.336	NA
"Cinnamomum camphora"	"Sino-Japanese"	62	90	0.033	0.00432	0.99568	0.73496	22.68419	2	2586	0.098	0.001	2	0.004	141.724	6.248	418	4.86	-1.47410468623715	1.4145978612657	-1.29761276618477	0.600101545328549	-1.02483340170231	0.637861633434058	262	147	1862	"M5A"	0.667202432676824	0	0.534412729155828	0.55662336550074	0.236286241419605	0.745534543402741	1.21563055798586	0.530639225753208	0.55483426804005	0.272208307348265	0.800070302879561	0.837017229280995	0.444733055678922	0.649809843679479	0.463790255516475	0.0247163039047607	0.0794260828891225	0.597561915218201	2.798	4.262	3.109	3.109	NA
"Cirsium arvense"	"Australian"	2010	85	0.258	0.23991	0.76009	0.01207	132.89689	152	2796	31.884	0.888	152	0.521	0.433	0.003	53	0.136	0.013143720445695	0.422816141619621	-0.421619870249102	0.909763579640067	-0.596028965986292	-0.368225342384308	212	7	793	"M2A"	0.887720254855292	0	1.40338252084228	1.27677449061133	0.583569332310018	2.42687737198454	3.12470885473157	NA	NA	NA	NA	NA	0.000444840359399661	0.00115268270446969	0.186649129765356	0.705736949936113	0.00636941812023745	0.225265973323057	0.997	NA	4.768	0	NA
"Cirsium arvense"	"Nearctic"	2614	232	0.366	0.12708	0.87292	0.04592	101.15641	104	2616	12.855	0.266	104	0.22	2.219	0.022	174	0.433	0.164471593678286	0.397971584930057	-0.0276077981020332	0.052203428487929	0.583937546232824	0.103097976085278	214	-37	770	"M5A"	0.728479473626546	0	0.910073927812584	0.888615544262637	0.389607662800018	1.46999566773711	1.60466379951812	1.11811043385724	1.17182930663783	0.527307050588913	1.58124662070557	2.06865655272453	0.296617937830365	0.615983055568168	0.662001164118548	0.0140095090906697	0.0584691308983812	0.538754984438357	4.286	2.653	4.996	4.996	NA
"Cirsium arvense"	"Sino-Japanese"	2602	7	0.026	0.43619	0.56381	0.962	50.73003	42	2644	22.128	0.464	42	0.095	45.898	0.905	394	4.283	0.165709562152598	0.394884438203878	-0.886784395435371	0.728529755422396	0.30721912474563	0.188216633896934	214	-37	770	"M2A"	0.973222273703083	0	1.09402345119713	1.1073181340445	0.789158486693944	1.40124239163767	1.53857838069992	NA	NA	NA	NA	NA	0.215403412616894	0.918055330179292	0.895135831825227	0	0	0.0334935502993965	2.698	NA	18.933	0	NA
"Cirsium palustre"	"Australian"	2489	18	0.199	0.1655	0.8345	0.59425	47.41077	20	2847	7.847	0.285	20	0.083	16.387	0.346	160	1.584	0.0122562161764466	0.430792183003272	-0.48319916063239	0.829394439249179	-0.448111355104037	0.121947217362649	217	-6	817	"M2A"	0.918717133508684	0	0.779721937530246	0.774369501981175	0.327512417131515	1.18758390719338	2.10652667579398	NA	NA	NA	NA	NA	0.00177243144936967	0.012889617509336	0.662884901657741	0.243219571647363	0.0016347524471074	0.189044475111391	1.549	NA	6.442	0	NA
"Cirsium palustre"	"Nearctic"	3599	10	0.317	0	1	0.32004	41.23477	0	2688	0	0	0	0	13.753	0.334	307	3.301	0.203841938457688	0.44350906951893	0.0354783882217353	0.447886611903706	0.419859701358468	0.261486369306242	200	-17	743	"M5B"	0.831653892465971	0	0.752948842393173	0.801389908181902	0.341670717197641	1.10493063173393	1.22732596881379	0.617679373346268	0.586742436601793	0.264184161781399	0.979859427025052	1.01963101960691	0.12716210271242	0.387097936544108	0.845233502285764	0.0091612672859179	0.0304416432361943	0.363106333489094	2.289	3.496	14.184	1.415	NA
"Cirsium vulgare"	"Afrotropical"	2817	90	0.216	0.03196	0.96804	0.49492	32.4521	17	2832	1.037	0.034	17	0.066	15.033	0.463	150	1.22	-0.00161036246916561	0.32386679235109	-0.417347107900745	-0.128176540007839	-0.626036227192765	-0.461989105201832	262	-107	925	"M2A"	0.882873824389482	0	0.785422506057079	0.827141211348372	0.340911648654819	1.1807262389035	1.32576218224591	NA	NA	NA	NA	NA	0.00184245454989233	0.00101275546523773	0.0995768230468187	0.801505942025824	0.0459286419384343	0.394953620177616	0.984	NA	4.588	0	NA
"Cirsium vulgare"	"Australian"	2872	919	0.329	0.13438	0.86562	0.15529	51.6512	141	2773	6.941	0.212	141	0.448	5.092	0.099	96	0.267	-0.0156724470031965	0.373558055388611	-0.594871416087959	-0.0752997051598902	-0.59948674920285	-0.362963343984489	258	-99	948	"M5B"	0.70452862847078	0	1.34046386075095	1.26879763957263	0.53782031553502	2.32649483409944	3.2557733814028	0.601766987581058	0.571592898384287	0.275918460096027	0.976915176426178	1.15772981663804	0.0336309713188534	0.0300853864185445	0.343365022917256	0.454505750889951	0.0649206256445544	0.403457722055498	1.381	6.282	7.178	1.435	NA
"Cirsium vulgare"	"Nearctic"	3246	564	0.36	0.14931	0.85069	0.04067	111.55807	169	2670	16.657	0.437	169	0.404	1.551	0.014	121	0.26	0.0506178476363193	0.387641276768667	-0.286100059442433	-0.0346085201614226	0.133895290016959	0.137288727801589	228	-41	829	"M5B"	0.611231150030139	0	1.22350035319219	1.06158882119822	0.470933856528	2.4723209317339	3.18138813608643	0.898066690487103	0.909697064097606	0.421766609965457	1.31889714474129	1.97488475816779	0.32321600325959	0.369425340097901	0.611730216983968	0.0292107872689396	0.0358261975652723	0.682709068092958	2.104	3.602	11.456	1.781	NA
"Cirsium vulgare"	"Neotropical"	3245	56	0.258	0.43094	0.56906	0.12755	136.64335	127	2672	58.885	1.546	127	0.305	4.858	0.036	215	0.655	0.0506967684283628	0.387855102610766	-0.676171979230337	0.610992803321389	-0.219038857194032	0.0221739957931076	228	-41	829	"M2C"	0.735822452196237	0	0.89282689808328	0.908296487739202	0.43529089839769	1.28707927274798	1.71558984862128	NA	NA	NA	NA	NA	0.0388111739223154	0.0636320859719972	0.586026629470965	0.260137848048206	0.0504749622685971	0.664641833798175	1.629	NA	6.117	0	NA
"Cirsium vulgare"	"Sino-Japanese"	3222	11	0.026	0.68027	0.31973	0.98037	39.59889	56	2720	26.938	0.729	56	0.152	36.219	0.915	335	3.764	0.0529065836334367	0.372645061701861	-1.04613937650233	0.773872016621659	-0.206394581051153	0.195334388925107	223	-26	796	"M2A"	0.946939681132084	0	0.775070846081913	0.736182107898105	0.545795342104919	1.01672955392764	1.58444458245313	NA	NA	NA	NA	NA	0.0537130518554918	0.321735007173845	0.921537108586787	0.0247498395577217	0	0.092825396060176	2.325	NA	9.697	0	NA
