"species.name"	"region"	"native_occurences"	"naturalised_occurences"	"Dstat_overlap"	"expansion"	"stability"	"unfilling"	"total.occupancy"	"expansion.observed.cells"	"expansion.potential.cells"	"nnd"	"nnd.propn"	"nnd.observed.cells"	"nnd.observed.cells.propn"	"nnu"	"nnu.propn"	"nnu.observed.cells"	"nnu.observed.cells.propn"	"native_center_x"	"native_center_y"	"natur_center_x"	"natur_center_y"	"natur_poten_x"	"natur_poten_y"	"native_center_tmax"	"native_center_tmin"	"native_center_precip"	"circular_model"	"circ_rstat"	"circ_pstat"	"mean_exp_dist1"	"median_exp_dist1"	"ten_exp_dist1"	"ninety_exp_dist1"	"max_exp_dist1"	"mean_exp_dist2"	"median_exp_dist2"	"ten_exp_dist2"	"ninety_exp_dist2"	"max_exp_dist2"	"proportion_tmax"	"proportion_tmin"	"proportion_precip"	"CV"	"exp_dir1"	"exp_dir2"	"concentration_dir1"	"concentration_dir2"	"alt_circular_model"
"Acacia dealbata"	"Madagascan"	31	6	0.269	0	1	0.81985	12.52613	0	3005	0	0	0	0	27.595	2.203	64	3.368	-0.664897818473941	0.531880691103104	-0.956007510175803	0.91247659872194	-0.961861918416495	0.648200019378813	284	-10	1223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acacia dealbata"	"Nearctic"	346	35	0.47	0.16753	0.83247	0.10092	68.90399	53	2843	11.544	0.25	53	0.216	4.667	0.068	106	0.552	-0.47429360766762	0.172581405031149	-0.498913596270165	-0.334818331147239	-0.411898094094097	0.0253972618030666	309	-77	1033	"M5A"	0.721214855576999	0	1.1542518240498	1.15689427256635	0.813879268785174	1.4242772694745	1.6157781851369	1.45034592587487	1.45034592587487	1.45034592587487	1.45034592587487	1.45034592587487	0.519865563255671	0.0677807054074583	0.113335740235574	0.146374691471098	4.561	1.826	7.809	7.809	NA
"Acacia dealbata"	"Neotropical"	346	12	0.312	0.32812	0.67188	0.13312	131.59383	85	2843	43.179	0.934	85	0.347	6.155	0.047	81	0.325	-0.47429360766762	0.172581405031149	-0.818375726074841	0.771839333690392	-0.723564389431457	0.0062768113105767	309	-77	1033	"M2A"	0.982014270988334	0	1.39503684205048	1.46386926330236	0.837006816200944	1.86035891219507	2.03912613807317	NA	NA	NA	NA	NA	0.00106897302020877	0.0189238414325575	1	0.0566280649661582	1.858	NA	28.057	0	NA
"Acacia dealbata"	"Palearctic_West"	341	200	0.652	0.01659	0.98341	0.05146	45.78762	14	2884	0.76	0.018	14	0.069	2.186	0.048	55	0.337	-0.468327208908206	0.144226020409359	-0.545419945197718	0.121391638405447	-0.151795964837839	0.0717858154600001	261	50	812	"M2A"	0.980311063926788	0	1.01221668719744	1.13142717057718	0.635126594787206	1.29768828572615	1.32255965863395	NA	NA	NA	NA	NA	0.938801279076449	0.667910733371987	0	0.0739831222934001	3.965	NA	25.653	0	NA
"Acacia dealbata"	"Sino-Japanese"	346	10	0.133	0.34061	0.65939	0.79263	47.01984	32	2843	16.015	0.346	32	0.131	36.65	0.779	189	2.148	-0.47429360766762	0.172581405031149	-1.0244726605613	0.530177116298202	-0.581661184349851	0.254246477751021	309	-77	1033	"M2A"	0.907970232555793	0	0.757782786853177	0.765473906444683	0.583155433955439	0.898203945382094	0.97673276177185	NA	NA	NA	NA	NA	0.745450084973532	0.962841271352019	0.364622224391947	0.0849403870263182	3.171	NA	5.731	0	NA
"Acacia mearnsii"	"Afrotropical"	215	83	0.632	0.16726	0.83274	0.02579	52.74112	75	2954	8.821	0.295	75	0.56	0.771	0.015	19	0.1	-0.476914988357487	0.130984752675139	-0.646359401583492	0.205027172124126	-0.686187219818741	-0.23767572522699	263	48	813	"M4B"	0.936637948919122	0	1.33979997286017	1.40888603208506	0.834512312912918	1.70229723363639	1.86458163197836	0.627987612370259	0.633739504748584	0.5860088921838	0.665364818654057	0.677468816222392	0.00291252233157338	0.0078450185171944	0.973228887109847	0.282035958726798	1.622	4.764	22.635	1.998	NA
"Acacia mearnsii"	"Australian"	215	7	0.258	0.29557	0.70443	0.62216	53.71493	26	2954	15.877	0.531	26	0.194	18.608	0.346	73	0.839	-0.476914988357487	0.130984752675139	-0.599203512203741	0.827798876803167	-0.591774451528519	-0.255977548828104	263	48	813	"M2A"	0.989031057987086	0	1.57560423571401	1.56424607174567	1.3903541502044	1.80858156611064	1.86100463094401	NA	NA	NA	NA	NA	0	0	1	0.00963566909994751	1.738	NA	45.837	0	NA
"Acacia mearnsii"	"Nearctic"	215	8	0.451	0.50803	0.49197	0.01432	145.72195	187	2954	74.031	2.475	187	1.396	0.428	0.003	12	0.039	-0.476914988357487	0.130984752675139	-0.563004847177257	-0.387299225173066	-0.431806650577135	0.0328082559311418	263	48	813	"M5B"	0.83081493495979	0	1.19336588050935	1.17539463267495	0.864632711145881	1.53551167306058	1.6851902519076	1.18887382651285	1.19238764384822	0.783145503967239	1.54053715020292	1.6851902519076	0.303555702338164	0.214387631292531	0.0144967386413368	0.349116635611756	4.025	4.879	2.778	39.46	NA
"Acacia mearnsii"	"Neotropical"	215	23	0.085	0.84462	0.15538	0.88631	53.24811	118	2954	44.974	1.504	118	0.881	26.509	0.498	102	0.68	-0.476914988357487	0.130984752675139	-1.28849328869736	0.775273358701302	-0.677516400277349	-0.0255370309411356	263	48	813	"M2A"	0.966932239195523	0	1.3053585376955	1.33695029244749	0.773034743446366	1.77574733206043	1.99395623061577	NA	NA	NA	NA	NA	0.0157776524365988	0.0884284504888204	0.989231517855721	0.0832927492730974	2.05	NA	15.384	0	NA
"Acacia mearnsii"	"Palearctic_West"	215	30	0.547	0.05341	0.94659	0.17823	46.8792	7	2954	2.504	0.084	7	0.052	5.331	0.114	58	0.699	-0.476914988357487	0.130984752675139	-0.631550636676171	0.181412379714838	-0.209631601249665	0.0165167325486451	263	48	813	"M2B"	0.879349289174778	0	1.20942062253341	1.23573273715735	1.13801957413698	1.27029682508027	1.278937847061	NA	NA	NA	NA	NA	0.120262111044854	0.120262111044854	0.879737888955145	0.328752576866355	1.988	NA	226.999	0	NA
"Acacia melanoxylon"	"Afrotropical"	462	33	0.4	0	1	0.36868	22.35484	0	2800	0	0	0	0	17.296	0.774	223	3.431	-0.569051167906895	0.274290443563375	-0.56280593693235	0.149970558542707	-0.968178246767803	-0.0870034057794564	301	-45	1084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acacia melanoxylon"	"Australian"	468	12	0.438	0.00353	0.99647	0.45166	54.74987	1	2758	0.193	0.004	1	0.003	22.624	0.413	205	1.627	-0.569873261618872	0.290941196384184	-0.385228991234988	0.718441480713828	-0.66286838570097	-0.291159786243818	261	57	931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acacia melanoxylon"	"Nearctic"	467	23	0.452	0.15917	0.84083	0.16563	78.94953	55	2769	12.566	0.257	55	0.172	8.083	0.102	166	0.798	-0.569106336520596	0.288538156542928	-0.448827773938728	-0.311985820575311	-0.499969371849702	0.0412357633376506	261	57	931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acacia melanoxylon"	"Neotropical"	468	13	0.447	0.02247	0.97753	0.09229	116.84348	8	2758	2.625	0.052	8	0.024	4.623	0.04	124	0.579	-0.569873261618872	0.290941196384184	-0.51364743990977	0.649148579359093	-1.00238854987129	0.204512919028859	261	57	931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acacia melanoxylon"	"Palearctic_West"	449	93	0.526	0.00786	0.99214	0.19541	45.81021	4	2849	0.36	0.008	4	0.017	8.595	0.188	119	0.96	-0.54689421924151	0.250981406180316	-0.652956230736336	0.199230769500726	-0.191999308487351	0.0435841044100994	309	-70	1102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Acer ginnala"	"Nearctic"	36	42	0.394	0.17537	0.82463	0.31738	62.31966	57	2896	10.929	0.172	57	0.297	20.195	0.324	80	0.473	-0.437379721359016	0.621920740058956	-0.13721212525594	0.196315069977488	-0.304835603420534	0.253071691037991	273	-56	1233	"M5B"	0.771025133870722	0	0.98438853595883	0.98071989211938	0.841742269664632	1.09351160999557	1.16432621178773	0.785182062509959	0.733953881223081	0.54913004778005	1.06986987746253	1.14340387495648	0.338413773579666	0	0	0.212227483598269	5.975	4.584	14.044	8.492	NA
"Acer ginnala"	"Palearctic_West"	36	43	0.102	0.06125	0.93875	0.76734	21.41474	9	2896	1.312	0.021	9	0.047	48.827	2.28	134	2	-0.437379721359016	0.621920740058956	0.177453255566599	0.260703131475955	0.0743487036784884	0.139466678759449	273	-56	1233	"M2A"	0.967848419140728	0	0.5437344351989	0.547563916034885	0.443853341042189	0.65326243936549	0.660090210344433	NA	NA	NA	NA	NA	0	0	0	0.0559575780399958	0.665	NA	15.815	0	NA
"Acer negundo"	"Australian"	767	48	0.55	0	1	0.34149	59.04897	0	2702	0	0	0	0	22.56	0.382	252	1.881	-0.445071280579098	-0.0830545775723984	-0.578796853032879	0.2277951018316	-0.777832635579816	-0.837187488403958	305	-40	818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
