"species.name"	"region"	"native_occurences"	"naturalised_occurences"	"Dstat_overlap"	"expansion"	"stability"	"unfilling"	"total.occupancy"	"expansion.observed.cells"	"expansion.potential.cells"	"nnd"	"nnd.propn"	"nnd.observed.cells"	"nnd.observed.cells.propn"	"nnu"	"nnu.propn"	"nnu.observed.cells"	"nnu.observed.cells.propn"	"native_center_x"	"native_center_y"	"natur_center_x"	"natur_center_y"	"natur_poten_x"	"natur_poten_y"	"native_center_tmax"	"native_center_tmin"	"native_center_precip"	"circular_model"	"circ_rstat"	"circ_pstat"	"mean_exp_dist1"	"median_exp_dist1"	"ten_exp_dist1"	"ninety_exp_dist1"	"max_exp_dist1"	"mean_exp_dist2"	"median_exp_dist2"	"ten_exp_dist2"	"ninety_exp_dist2"	"max_exp_dist2"	"proportion_tmax"	"proportion_tmin"	"proportion_precip"	"CV"	"exp_dir1"	"exp_dir2"	"concentration_dir1"	"concentration_dir2"	"alt_circular_model"
"Daucus carota"	"Palearctic_West"	3269	61	0.194	0.01111	0.98889	0.45375	23.18254	3	2677	0.258	0.007	3	0.007	16.771	0.723	283	2.16	-0.112096081458256	0.202895790782853	0.302196817285118	0.000678342587498495	0.246105613124436	0.066961142591264	243	-10	762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Daucus carota"	"Sino-Japanese"	3243	102	0.283	0.28662	0.71338	0.14406	61.65684	99	2717	17.672	0.488	99	0.267	5.213	0.085	163	0.531	-0.106782525247431	0.2079745578692	-0.78752219403368	0.347769110529382	-0.160110776253987	0.128946824250571	241	-6	754	"M2A"	0.887064817776451	0	1.39389834852268	1.38106458913561	1.12178581534677	1.65401341699258	1.90390740700652	NA	NA	NA	NA	NA	0.316201691047132	0.652742003934865	0.747741398430488	0.0918007252430083	2.614	NA	4.743	0	NA
"Delonix regia"	"Afrotropical"	28	9	0.436	0.25762	0.74238	0.0453	168.7799	104	2854	43.482	0.53	104	0.444	3.714	0.022	23	0.073	-1.48593422686987	0.312748076071093	-1.31503412084028	0.287893393480495	-1.45709644453848	0.103847151639731	334	114	1314	"M2B"	0.821600740914073	0	1.55867884246362	1.5466483182574	1.3206742802123	1.84577393416222	2.04856467829859	NA	NA	NA	NA	NA	0	0.120253716176371	0.876384338752097	0.578012067738964	1.773	NA	200.58	0	NA
"Delonix regia"	"Australian"	28	27	0.509	0.14467	0.85533	0.02737	150.08738	87	2854	21.714	0.265	87	0.372	2.244	0.015	16	0.052	-1.48593422686987	0.312748076071093	-1.46321702226705	0.509282487673028	-1.14798586490132	-0.543666637648998	334	114	1314	"M2B"	0.952418276652226	0	1.94507232449703	2.10730092782229	1.13228241928273	2.36024829234854	2.50252203137854	NA	NA	NA	NA	NA	0.00514616959566267	0.100078388135928	0.985058942002434	0.121386525418601	1.807	NA	67.213	0	NA
"Delonix regia"	"Nearctic"	28	36	0.566	0.12504	0.87496	0.03318	100.34521	84	2854	12.548	0.153	84	0.359	2.721	0.027	17	0.056	-1.48593422686987	0.312748076071093	-1.38215857859085	0.124136326441571	-1.07247323773686	-0.056623691411511	334	114	1314	"M2C"	0.847472719450548	0	1.89138019461747	1.8934691004276	1.65484933362899	2.1451816417473	2.29175051997235	NA	NA	NA	NA	NA	0.185676173362862	0.169090950447117	0.809961225965907	0.866404555983971	2.029	NA	70.333	0	NA
"Delonix regia"	"Neotropical"	28	81	0.491	0.16719	0.83281	0.00391	112.83648	146	2854	18.866	0.23	146	0.624	0.32	0.003	3	0.008	-1.48593422686987	0.312748076071093	-1.60392545314164	0.526975698126809	-1.55538402390221	0.356986566291688	334	114	1314	"M5B"	0.659724705121789	0	0.939058824124577	0.926205416795025	0.818422312622425	1.10703457594783	1.16634666477957	1.67408730468919	1.59051198474071	1.156953387884	2.34710240998595	2.63912793890767	0.106177387177433	0.0997433243077361	0.790735232953775	0.252455458403521	3.388	1.727	0.85	33.977	NA
"Delonix regia"	"Oriental"	28	11	0.618	0.0575	0.9425	0.26285	83.57977	14	2854	4.806	0.059	14	0.06	21.554	0.258	101	0.687	-1.48593422686987	0.312748076071093	-1.37206839468277	0.604773818590589	-1.67836853348038	0.326276429133811	334	114	1314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Delonix regia"	"Panamanian"	28	68	0.092	0.33182	0.66818	0.04153	158.8381	288	2854	52.706	0.643	288	1.231	3.405	0.021	21	0.042	-1.48593422686987	0.312748076071093	-1.85055028638387	0.643953015601616	-1.68364545746079	0.428180659433631	334	114	1314	"M5B"	0.584244227673212	0	1.84422738012987	1.83506018451495	1.01861988712328	2.68182676706304	3.69978168337545	1.09692110229102	1.09612375666505	0.815069132778722	1.39273915895927	1.52470770164704	0.485697639642506	0.262548141587616	0.243436412503181	0.389091431451356	2.454	4.331	2.142	9.258	NA
"Descurainia sophia"	"Australian"	1648	9	0.648	0.00815	0.99185	0.06955	51.26391	2	2843	0.418	0.018	2	0.008	1.609	0.031	129	1.093	-0.00453298838117621	0.135957016018012	-0.0189433547172248	0.0383948386201221	-0.793705180024895	-0.951060894959351	240	-22	687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Descurainia sophia"	"Nearctic"	1834	970	0.307	0.03445	0.96555	0.02808	73.07104	88	2607	2.517	0.088	88	0.183	0.801	0.011	123	0.276	0.0747247037202668	0.164802365657136	0.0425008629671385	-0.433703783766501	0.581549072108896	-0.00757166824073997	261	-102	795	"M5A"	0.79380507267632	0	1.66535738721518	1.56888104813054	1.37732504023587	1.70018738075868	3.24304863577278	1.52703154816502	1.5256864391602	0.822711625894164	2.25280548106535	2.44364959402001	0.567770805663293	0.0694552405009849	0.0866949615233485	0.420641056453715	2.419	4.46	6.145	6.145	NA
"Descurainia sophia"	"Neotropical"	1830	14	0.13	0.01344	0.98656	0.5539	40.06151	3	2619	0.538	0.019	3	0.006	15.661	0.391	370	3.627	0.0764983188536217	0.167652151061213	0.465308811804952	-0.242863733641201	-0.0938287207441689	-0.185465923291383	265	-114	812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Descurainia sophia"	"Palearctic_West"	1828	165	0.265	0.00179	0.99821	0.52534	11.50761	2	2620	0.021	0.001	2	0.004	14.847	1.29	366	3.519	0.0721958771980421	0.166296056161438	0.509211382280244	0.258124284874647	0.385020785085833	0.0800192880342365	261	-102	795	"M2A"	1	0	1.61232571681574	1.61232571681574	1.61232571681574	1.61232571681574	1.61232571681574	NA	NA	NA	NA	NA	0	0	0	0	0.352	NA	227	0	NA
"Descurainia sophia"	"Sino-Japanese"	1818	10	0.002	0.65117	0.34883	0.99908	10.86742	14	2650	7.077	0.256	14	0.032	27.626	2.542	429	18.652	0.0796859426156691	0.168148213878732	-0.879178906122774	0.529478581176614	0.471719573608643	0.176361202749312	280	-154	873	"M2A"	0.99468360468606	0	1.44452386528523	1.4421279125923	1.32793826408777	1.56793380856511	1.67187769170341	NA	NA	NA	NA	NA	0.450051809401772	1	0.843240211717612	0.00662087943211043	2.896	NA	94.301	0	NA
"Dianthus armeria"	"Australian"	1409	67	0.299	0.22786	0.77214	0.039	61.07886	83	2947	13.918	0.761	83	0.589	0.713	0.012	29	0.149	-0.0580725610166075	0.22713781737582	-0.36819664673352	0.427497341205491	-0.405845727939034	-0.146965628665781	238	-14	755	"M5B"	0.909812075013998	0	0.703151187715471	0.632647759615551	0.449029017140526	1.0455640931972	1.19686289391709	1.41095279251731	1.34999438073412	0.809394370827966	1.86160242786362	2.79420598712451	0.0344313315928025	0.079052884792854	0.773153718857306	0.271627944341878	2.749	1.622	5.299	13.701	NA
"Dianthus armeria"	"Nearctic"	1414	326	0.374	0.23959	0.76041	0.00444	42.10165	137	2945	10.087	0.549	137	0.958	0.082	0.002	9	0.033	-0.0563063321481503	0.226950098198737	-0.387395767552164	0.186454855527481	-0.120475281270015	0.0669845173130564	268	-94	881	"M5B"	0.773214407855075	0	0.89796125211883	0.898132744875955	0.702799099028126	1.08799550953952	1.22337964323619	1.15472397480656	1.15509286046311	0.830716611649409	1.48841798521893	1.71706442477719	0.19510197697691	0.391892506772448	0.786058863233426	0.7221560130742	3.578	2.16	2.831	5.28	NA
"Dianthus armeria"	"Sino-Japanese"	1411	10	0.009	0.9464	0.0536	0.99798	24.81163	43	2950	23.482	1.296	43	0.312	18.076	0.729	134	2.851	-0.0546215438236994	0.229637035406857	-0.996965793393613	0.755120665145992	-0.254925569557381	0.092827879081599	268	-94	881	"M2A"	0.950657619522995	0	1.04904492403491	1.07579802760105	0.748237536763178	1.32727889443344	1.42876675261187	NA	NA	NA	NA	NA	0	0.337977770513775	1	0.03742048022457	2.266	NA	10.405	0	NA
"Dietes bicolor"	"Australian"	7	7	0.11	0.81297	0.18703	0.65655	17.40488	23	3061	14.15	1.018	23	0.852	9.125	0.524	18	0.562	-0.602967325120285	-0.0700339124116827	-0.827452473498075	0.531285544973287	-0.615933858865829	-0.191330080000266	294	29	793	"M2A"	0.989967775231017	0	0.893361696014629	0.886291487759322	0.693395342609634	1.10468829029394	1.15241454647182	NA	NA	NA	NA	NA	0	0	1	0.0139824284990453	1.913	NA	50.093	0	NA
"Digitalis grandiflora"	"Nearctic"	598	9	0.16	0.3566	0.6434	0.48207	32.56382	32	2925	11.612	0.592	32	0.196	9.458	0.29	120	1.6	0.0716209665480904	0.35589306961236	-0.380548973698925	0.593670739297616	0.115257612474425	0.287065387630554	234	-58	829	"M2A"	0.971748637685344	0	0.959186898152864	0.95277315599976	0.794414584499599	1.13939726801463	1.21451217796425	NA	NA	NA	NA	NA	0.0235024238373901	0.26043792674491	0.97649757616261	0.0732443958074658	2.328	NA	17.96	0	NA
"Digitalis grandiflora"	"Palearctic_West"	598	34	0.09	0	1	0.77263	3.06358	0	2925	0	0	0	0	15.159	4.948	148	9.867	0.0716209665480904	0.35589306961236	0.307966118461243	0.138731294157957	0.183451445054492	0.164403300306605	234	-58	829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Digitalis lutea"	"Palearctic_West"	504	54	0.318	0.20577	0.79423	0.31749	19.08394	26	2947	3.927	0.19	26	0.184	6.563	0.344	91	1.197	-0.119122140475228	0.300509437319024	0.177554676959873	0.253995675978666	-0.0159521241739221	0.141587446187292	226	24	766	"M2B"	0.889714091621494	0	1.7866462675982	1.81897613051531	1.68877711072925	1.8813887539238	1.95486142567302	NA	NA	NA	NA	NA	0	0	0.904646617998453	0.390083518847263	1.637	NA	226.999	0	NA
"Digitalis purpurea"	"Australian"	2393	118	0.288	0.27679	0.72321	0.0921	97.89755	94	2751	27.097	0.913	94	0.279	2.735	0.028	128	0.422	-0.0521412412032836	0.414836091869388	-0.509502389909902	1.10436626595079	-0.64565284001367	-0.482190108040946	261	-102	992	"M2A"	0.994125321494805	0	2.2736725173418	2.26117598573605	1.71006132378866	2.89185041890928	3.37847555518898	NA	NA	NA	NA	NA	0	0	1	0.00580487321867562	1.755	NA	85.363	0	NA
"Digitalis purpurea"	"Nearctic"	2456	136	0.294	0.19848	0.80152	0.04427	106.76187	97	2688	21.19	0.679	97	0.242	1.382	0.013	128	0.347	-0.0424420349814304	0.435820694269524	-0.493414094956617	0.748834169546523	-0.0365490546433045	0.139060766911623	231	-30	886	"M2A"	0.98750972201029	0	1.83769248108173	1.75347239659028	1.29831862071915	2.5070467084414	3.03387029406808	NA	NA	NA	NA	NA	0.00143634968240594	0.0819684373639783	0.998827206303403	0.0684819893134395	2.191	NA	40.286	0	NA
"Digitalis purpurea"	"Neotropical"	2456	43	0.366	0.21812	0.78188	0.07743	127.12358	81	2688	27.728	0.888	81	0.202	2.417	0.019	168	0.537	-0.0424420349814304	0.435820694269524	-0.297822423262571	0.965508918451007	-0.382019088698621	0.0251895903579571	231	-30	886	"M2A"	0.990114662300778	0	1.7688083585253	1.74254083681534	1.34547988185179	2.23351461651523	2.4096726791858	NA	NA	NA	NA	NA	0	0	0.997777579636649	0.0278411809804285	1.888	NA	50.834	0	NA
"Digitalis purpurea"	"Palearctic_West"	2456	63	0.116	0	1	0.62963	8.43316	0	2688	0	0	0	0	19.65	2.33	366	10.765	-0.0424420349814304	0.435820694269524	0.256885079671662	0.323506046136799	0.1737813233471	0.115882805308441	231	-30	886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Digitalis purpurea"	"Panamanian"	1898	9	0.298	0.45217	0.54783	0.51941	91.73336	82	2802	41.479	1.493	82	0.287	14.43	0.157	203	1.23	-0.107247516117368	0.501249089513375	-0.618410906594338	1.06671993811515	-0.574435094191424	0.450892759274091	212	29	860	"M2A"	0.959292696545436	0	1.04182466699009	1.05724599117792	0.714429554428663	1.31267051315252	1.43709206317488	NA	NA	NA	NA	NA	0.00296520222553527	0.07231829909161	0.998935998793203	0.0818501159070526	1.896	NA	12.55	0	NA
"Digitaria sanguinalis"	"Afrotropical"	1071	143	0.507	0.05582	0.94418	0.12252	55.68119	40	2711	3.108	0.096	40	0.106	3.978	0.071	184	0.79	-0.372146959137964	0.0348079577747311	-0.608890971535997	-0.311016582680777	-1.0958421259759	-0.336446535289165	264	31	736	"M5B"	0.267818090306539	9.54735364910955e-288	0.450032078557923	0.450628445642213	0.232407308182928	0.656367045853932	0.708098865752989	1.22330877995016	1.23192786289972	1.18522663821804	1.25341331304877	1.26392462809083	0.277543842302297	0.393257239976064	0.308130634934863	0.411875406695196	2.991	5.52	2.85	51.408	NA
"Digitaria sanguinalis"	"Australian"	1071	244	0.502	0.02811	0.97189	0.04504	68.46236	54	2736	1.924	0.059	54	0.153	1.464	0.021	113	0.386	-0.368128672253051	0.0390833930438224	-0.590753654637429	-0.00947595686369063	-0.791816134604102	-0.875973672374725	307	-84	918	"M5A"	0.886354155907322	0	0.578919052731824	0.578919052731824	0.567405197084419	0.59043290837923	0.593311372291082	2.3660897758952	2.31449638957776	2.06580708416566	3.10233175898541	3.23988926284085	0	0.00164588475591412	0.871809869186139	0.0864031833324	5.822	1.659	18.761	18.761	NA
"Digitaria sanguinalis"	"Nearctic"	1091	479	0.499	0.04945	0.95055	0.04152	80.30052	112	2611	3.971	0.112	112	0.235	1.47	0.018	163	0.383	-0.366380420851592	0.0502373709758848	-0.542801965542667	-0.276268058989579	-0.22405605845847	-0.119718983137857	275	-2	792	"M5B"	0.564369449792106	0	1.43696727192339	1.4088915822371	1.12103108549309	1.84962193039099	2.08491472181912	1.70766271919391	1.66224579779717	1.4522702259867	2.01429837220018	2.09119125011996	0.539041076298894	0.396534208029123	0.4133189515249	0.581168498719969	3.771	1.925	4.354	52.314	NA
"Digitaria sanguinalis"	"Neotropical"	1088	90	0.282	0.23565	0.76435	0.08991	163.86893	235	2628	38.615	1.113	235	0.511	3.121	0.019	132	0.234	-0.3646591532136	0.0501034233213706	-1.09578059367965	0.12008275875339	-1.09864386259518	0.31546976298661	263	29	742	"M5B"	0.516291560588754	0	1.92208015845724	1.81590286560223	1.10661220599249	2.86844163950376	3.03780296151448	1.0115954049323	1.03498127507439	0.617440539517587	1.41911746616756	1.54953980942578	0.588100423264339	0.164313025469305	0.236880665106173	0.580934119855883	1.769	4.234	45.225	3.425	NA
"Digitaria sanguinalis"	"Palearctic_West"	1046	800	0.308	0.01537	0.98463	0.54771	12.18127	12	2785	0.187	0.007	12	0.04	15.364	1.261	235	2.938	-0.322591367304967	0.0117844175972031	0.0572890657995421	0.239766298381674	-0.0121092794646306	-0.0164380880617764	268	10	731	"M2B"	0.930134589672606	0	1.30619817155558	1.38329416210615	1.10044286565179	1.45027668501892	1.45171863802826	NA	NA	NA	NA	NA	0	0	0.755930886049075	0.154453124114703	1.634	NA	227	0	NA
"Digitaria sanguinalis"	"Panamanian"	971	19	0.028	0.64385	0.35615	0.86819	211.89542	344	2745	136.428	3.779	344	1.003	31.34	0.148	193	0.391	-0.385064484881153	0.0877514142158975	-2.03970686670657	1.08222226478702	-1.52929577369894	0.77697375725228	272	6	808	"M5A"	0.741295074909217	0	1.10850058772456	1.09004860242018	0.644735277610227	1.58051256196256	1.98458587699637	1.81026922738487	1.68873475543906	0.990914330752884	2.87327650571876	3.42178973603276	0.496666152266155	0.696089856511266	0.523390884659368	0.451929416831406	3.185	1.98	4.06	4.06	NA
"Dioscorea bulbifera"	"Nearctic"	487	19	0.343	0.00222	0.99778	0.28786	79.31093	2	2462	0.176	0.002	2	0.003	21.652	0.273	377	1.502	-1.69627553328076	0.374776673705099	-1.40335817040984	0.59229613540524	-0.746355110745078	0.00253017501255703	344	138	1419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Dioscorea bulbifera"	"Neotropical"	514	18	0.406	0.02881	0.97119	0.06155	265.31843	29	2236	7.644	0.08	29	0.034	5.864	0.022	283	0.473	-1.74638728996578	0.50119091128742	-1.68133901934875	1.0562917205467	-1.79959367927371	0.790554285934744	334	160	1477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Dioscorea bulbifera"	"Panamanian"	506	14	0.27	0.0381	0.9619	0.08405	278.62514	38	2355	10.615	0.116	38	0.052	7.684	0.028	222	0.404	-1.74906787302732	0.501415803903754	-2.03892828305549	1.24812082458318	-1.88542524193076	0.901252442802451	339	148	1497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Dipsacus fullonum"	"Australian"	2168	50	0.394	0.07979	0.92021	0.08184	44.59446	37	2881	3.558	0.153	37	0.179	1.905	0.043	83	0.516	-0.0715601319820003	0.223452961673024	-0.30516008711072	0.345672109525192	-0.603429155208162	-0.432916479653192	238	-12	755	"M2A"	0.990393926028795	0	1.62992800106369	1.59946013062523	1.12875173496333	2.39417827721563	2.54091818619131	NA	NA	NA	NA	NA	0	0	1	0.00907539060378737	1.704	NA	52.304	0	NA
"Dipsacus fullonum"	"Nearctic"	2172	203	0.349	0.16709	0.83291	0.05791	58.02441	97	2876	9.695	0.415	97	0.458	1.353	0.023	55	0.217	-0.0710620438228792	0.225070194968925	-0.361531520678023	-0.0411552909851865	-0.20980369335184	-0.0175460809552435	238	-12	755	"M5B"	0.599069685951493	0	1.23565250003945	1.23309110452903	0.851148854189057	1.67084656394864	1.80280712625581	1.05400449541607	1.07301672453655	0.875970583386847	1.20861389240027	1.26181449838343	0.0487608337414068	0.107342368703173	0.786520122707416	0.807027737977479	1.935	4.116	95.391	0.841	NA
"Dipsacus fullonum"	"Neotropical"	2170	11	0.206	0.55679	0.44321	0.00124	308.09831	430	2880	171.548	7.388	430	2.067	0.029	0	6	0.009	-0.070495979079873	0.225982801030596	-0.692721359375975	0.460573315330511	-0.456049030447791	-0.168794805568329	238	-12	755	"M2C"	0.779656528699522	0	1.76955382207807	1.81090903013117	1.07718329916266	2.41018257427956	2.72730973995538	NA	NA	NA	NA	NA	0.0427313464308929	0.0435883724877325	0.773459877158422	0.477047261051313	1.897	NA	22.078	0	NA
"Dipsacus fullonum"	"Palearctic_West"	2172	41	0.15	0	1	0.71833	6.31069	0	2876	0	0	0	0	16.777	2.658	184	6.571	-0.0710620438228792	0.225070194968925	0.295279090805822	0.324317462278623	0.0325070819308178	0.0428733138784671	238	-12	755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Dipsacus laciniatus"	"Nearctic"	161	46	0.498	0.29364	0.70636	0.21531	22.12562	28	3004	6.497	0.303	28	0.333	4.618	0.209	46	0.697	-0.108111347082847	0.158416776228293	-0.360671806551379	-0.0289150673154206	-0.0871930047685241	0.153038524552131	243	-4	724	"M2A"	0.912415639569847	0	0.70132687899852	0.689635259571926	0.582103055347326	0.813797267871373	0.852379195107327	NA	NA	NA	NA	NA	0.911540345050287	0.732996041334873	0.0223533072805992	0.182317989274342	3.734	NA	6.004	0	NA
"Dipsacus laciniatus"	"Palearctic_West"	161	11	0.375	0	1	0.54057	8.91706	0	3004	0	0	0	0	11.594	1.3	63	3	-0.108111347082847	0.158416776228293	0.0490038690581397	0.246063167717687	0.0638419047222104	0.103962703616799	243	-4	724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Dracocephalum parviflorum"	"Palearctic_West"	200	36	0.26	0.02579	0.97421	0.58083	30.31692	7	2756	0.782	0.009	7	0.021	47.959	1.582	244	2.568	0.379224389143948	-0.195115096636046	0.302714587193222	0.277808414192155	0.328802205223352	0.00670758048771846	277	-178	560	"M2A"	0.995118094688002	0	0.855585851924694	0.895440883512596	0.763230497283312	0.908086174978174	0.911813716365918	NA	NA	NA	NA	NA	0	0	0.879831618154309	0.00663835516564981	1.535	NA	102.671	0	NA
"Duchesnea indica"	"Afrotropical"	185	18	0.117	0	1	0.76546	26.14814	0	2630	0	0	0	0	87.105	3.331	407	7.98	-0.911738772446012	0.560091149267559	-0.473254051076615	0.137363002314552	-1.31659146495587	0.0630363080283348	293	29	1297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Duchesnea indica"	"Australian"	183	7	0.305	0.00514	0.99486	0.50764	63.25864	1	2624	0.325	0.003	1	0.002	57.447	0.908	354	3.189	-0.904260482482984	0.55663695612138	-0.590304565997389	0.360213926446144	-0.923360378051331	-0.415701269594446	316	-30	1388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Duchesnea indica"	"Nearctic"	199	81	0.299	0.00416	0.99584	0.28677	69.8993	4	2438	0.29	0.002	4	0.006	38.464	0.55	431	1.933	-0.888578616443122	0.627306115819325	-0.807693491755018	0.228800532870558	-0.1016059711285	0.0553531878077144	288	28	1324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Duchesnea indica"	"Neotropical"	205	30	0.424	0.03258	0.96742	0.18204	159.04046	27	2442	5.182	0.036	27	0.042	25.872	0.163	311	0.859	-0.922994738759306	0.680882136593386	-0.768381019514213	0.606204168889812	-1.20993612021132	0.328449560189696	266	87	1278	"M5B"	0.937498650641282	0	1.66901345198991	1.65272983151123	1.54071189046719	1.82837484562	1.97446734834752	1.73490292682303	1.73144988879948	1.62487776031482	1.81088919195087	1.97446734834752	0	0	0	0.415985215849097	6.154	1.092	1.563	13.848	NA
"Duchesnea indica"	"Palearctic_West"	151	394	0.229	0	1	0.62755	15.34531	0	2666	0	0	0	0	65.669	4.279	319	3.097	-0.678725202050948	0.482182539524388	-0.115808832274974	0.243930348861444	0.167548064293881	0.076339834963826	305	-56	1272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Echinochloa colona"	"Afrotropical"	454	23	0.095	0	1	0.79932	32.68687	0	2360	0	0	0	0	104.748	3.205	649	8.215	-1.21382350106625	-0.440344684809731	-1.71242977338035	-0.861868772983339	-1.35262103575309	-0.51327930946799	331	152	698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Echinochloa colona"	"Australian"	407	624	0.691	0.0038	0.9962	0.03888	93.49531	25	2605	0.355	0.003	25	0.052	4.037	0.043	88	0.21	-1.13041228356194	-0.467192910345663	-1.21546254899942	-0.484572181417533	-0.972765892398972	-0.901394283153646	344	101	725	"M2A"	0.999456516405243	0	3.47436781496509	2.93554383964725	2.69979475316318	4.48382531840159	4.6127775969758	NA	NA	NA	NA	NA	0	0	0.998587900705613	0.0131766788124293	2.002	NA	227	0	NA
"Echinochloa colona"	"Nearctic"	436	492	0.395	0.00478	0.99522	0.07366	92.36812	16	2461	0.442	0.004	16	0.026	8.7	0.094	180	0.389	-1.18118964454051	-0.441266583740336	-0.931624312479673	-0.488757898838447	-0.52143923395253	-0.259604873061958	347	103	763	"M2A"	0.978855252307632	0	1.15936353213913	1.16203664009545	1.03226176442276	1.29888547511719	1.31643137368392	NA	NA	NA	NA	NA	0	0	0.650946218752223	0.139639504460765	1.512	NA	23.905	0	NA
"Echinochloa colona"	"Neotropical"	388	228	0.411	0.01129	0.98871	0.03517	129.77709	48	2385	1.465	0.013	48	0.068	3.961	0.031	119	0.188	-1.1720107137196	-0.260065240728346	-1.45938011885064	0.242231387014092	-1.69441082073387	0.662477928328114	320	145	789	"M2B"	0.768099303079153	0	2.57803639947339	2.62557657743725	2.15661469692531	2.99051567509322	3.05584181956039	NA	NA	NA	NA	NA	0.203118968682857	0.26581421320827	0.75754754358918	0.425760403833449	1.952	NA	227	0	NA
"Echinochloa colona"	"Oceanian"	64	30	0.118	0.21001	0.78999	0.06008	274.2578	230	2607	57.596	0.358	230	0.478	9.678	0.035	59	0.09	-1.85359268806515	0.832231988143937	-2.44298854967251	1.84730800054034	-2.46988913399922	2.00536416742654	326	164	1707	"M2A"	0.762508500910921	0	1.65669242755935	1.72515521603417	1.01541161233458	2.16850659740918	2.41268524549815	NA	NA	NA	NA	NA	0.374320187176687	0.708517140548775	0.630811295249094	0.205126765441661	2.77	NA	2.477	0	NA
"Echinochloa colona"	"Oriental"	456	68	0.543	0.08383	0.91617	0.27322	242.36135	142	2324	20.318	0.154	142	0.186	36.152	0.149	218	0.317	-1.21261073232681	-0.434061754512942	-1.76513026242385	0.779331112928327	-1.85081725881496	0.416610016612123	360	75	827	"M5B"	0.845063540496317	0	2.22482351068159	2.59534092231047	0.909403122589483	3.02602919352529	3.1180144446441	2.29160182885624	2.37115973389817	1.55156931147856	2.89767450548715	3.1180144446441	0.0264527484976746	0.159271665136599	0.698689748097939	0.126458783844324	2.582	1.497	1.643	23.802	NA
"Echinochloa colona"	"Palearctic_West"	302	188	0.313	0.22076	0.77924	0.40148	52.85763	54	2757	11.669	0.17	54	0.163	27.518	0.521	207	1.163	-0.895647660181301	-0.707285017352654	-0.282984927037372	-0.0895892700069051	-0.252401832119299	-0.213886633918123	350	53	554	"M2A"	0.948957749021291	0	0.950534098908398	0.965939093237545	0.699586848766491	1.21313426677336	1.29102272599757	NA	NA	NA	NA	NA	0	0	0.318210224013456	0.123371327505287	1.259	NA	10.068	0	NA
"Echinochloa colona"	"Panamanian"	295	222	0.229	0.05519	0.94481	0.10313	137.08917	187	2432	7.566	0.054	187	0.285	14.416	0.105	129	0.181	-1.30066503432567	-0.110235520488632	-1.97997862883533	0.809240204715145	-1.87836242201917	0.814005218311492	339	109	995	"M5A"	0.827945300665668	0	2.70931391109484	2.84148514398314	1.68422680080028	3.58210743339359	3.88671850571432	0.957748567414995	0.926746699520596	0.800093140676961	1.13598471635822	1.23508538657088	0.287029559500672	0.428599711290569	0.754266754558266	0.106828202163896	2.34	3.493	7.205	7.205	NA
"Echinochloa colona"	"Sino-Japanese"	311	6	0.135	0.20865	0.79135	0.88241	78.0482	31	2583	16.285	0.193	31	0.061	74.535	0.955	407	3.155	-1.02116447433674	-0.262976879541292	-0.761509979625961	0.70742548241918	-0.838187672006822	0.286357879956304	312	125	745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
