"species.name"	"region"	"native_occurences"	"naturalised_occurences"	"Dstat_overlap"	"expansion"	"stability"	"unfilling"	"total.occupancy"	"expansion.observed.cells"	"expansion.potential.cells"	"nnd"	"nnd.propn"	"nnd.observed.cells"	"nnd.observed.cells.propn"	"nnu"	"nnu.propn"	"nnu.observed.cells"	"nnu.observed.cells.propn"	"native_center_x"	"native_center_y"	"natur_center_x"	"natur_center_y"	"natur_poten_x"	"natur_poten_y"	"native_center_tmax"	"native_center_precip"	"circular_model"	"circ_rstat"	"circ_pstat"	"mean_exp_dist1"	"median_exp_dist1"	"ten_exp_dist1"	"ninety_exp_dist1"	"max_exp_dist1"	"mean_exp_dist2"	"median_exp_dist2"	"ten_exp_dist2"	"ninety_exp_dist2"	"max_exp_dist2"	"proportion_tmax"	"proportion_precip"	"CV"	"exp_dir1"	"exp_dir2"	"concentration_dir1"	"concentration_dir2"	"alt_circular_model"
"Juglans regia"	"Palearctic_West"	128	1604	NA	0.00448	0.99552	0.18254	22.69909	47	2135	0.102	0.001	47	0.091	27.713	1.221	273	0.948	-0.219694655529588	-0.356638257161358	0.00177212813353965	-0.476956860202704	0.363065184798389	-0.377854889429519	257	976	"M2A"	0.991585321758028	0	1.69923999752635	1.70095602855592	1.31261897952587	2.09326482363982	2.27235082932081	NA	NA	NA	NA	NA	0	0.987039290253284	0.0118432494785259	4.363	NA	59.673	0	NA
"Juncus bufonius"	"Afrotropical"	4189	33	NA	0.0022	0.9978	0.59395	36.0395	1	1972	0.079	0.002	1	0.001	29.389	0.815	572	5.396	-0.115713944834186	-0.385141580244112	-0.0228748254912229	0.388384276715948	-0.809429680309143	0.361452024777434	248	938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Juncus bufonius"	"Australian"	4333	31	NA	0.00451	0.99549	0.31105	124.00514	2	1959	0.559	0.011	2	0.003	15.251	0.123	449	1.848	-0.112808901987245	-0.431816828269671	-0.454795992875495	-1.28506408240101	-0.547913115470665	0.639664869963249	245	958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Juncus compressus"	"Nearctic"	1962	58	NA	0.06372	0.93628	0.07858	56.92115	36	2200	3.627	0.178	36	0.08	1.605	0.028	244	1.012	0.114707162672502	-0.548860652458145	-0.0562174062610645	-0.0371908578137541	0.132260906899553	-0.275909368047984	222	906	"M4A"	0.733187400310841	0	0.860736340235079	0.804101694298065	0.621389200739447	1.10245827666713	1.34336733536302	1.56235588908761	1.54686223131201	1.45434930170457	1.65199367612626	1.70922446318736	0.00219208544062566	0.125684697855361	0.564321585597196	1.076	4.218	16.554	16.554	NA
"Juncus ensifolius"	"Australian"	261	6	NA	0	1	0.7145	98.91888	0	1867	0	0	0	0	136.143	1.376	635	4.32	-0.54766836289478	-0.62607503026651	-0.792429576745285	-1.55108210192688	-0.56112016742973	0.635708009063181	260	1258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Juncus ensifolius"	"Palearctic_West"	343	65	NA	0	1	0.64598	10.79625	0	2057	0	0	0	0	83.402	7.725	465	3.661	-0.236093780708421	-0.385476734510092	0.172703350986092	-0.626422096178368	0.153191021748737	-0.33192628097352	256	997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Juncus gerardii"	"Australian"	1141	8	NA	0.06298	0.93702	0.09386	145.37701	40	2141	9.156	0.213	40	0.079	4.042	0.028	228	0.713	0.0224253219058226	-0.73427737256996	0.0033593706754542	-0.778856028624277	-0.469290439297695	0.644142403114255	216	1036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Juncus inflexus"	"Nearctic"	2479	9	NA	0.0247	0.9753	0.30891	54.6794	6	2134	1.35	0.045	6	0.012	9.247	0.169	393	3.07	0.00809187696537953	-0.473060436212826	-0.423092706060327	-0.393328355081464	0.129785672868438	-0.230341451812358	234	920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Juncus tenuis"	"Afrotropical"	705	13	NA	0	1	0.6728	22.1019	0	2157	0	0	0	0	56.925	2.576	414	5.308	-0.614404772554611	-0.400231207975459	-0.183359003674101	-0.583658125214507	-0.872099405070102	0.0714882515008535	281	1182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Juncus tenuis"	"Australian"	650	97	NA	0.0697	0.9303	0.03937	134.44959	155	2058	9.371	0.116	155	0.262	3.169	0.024	121	0.194	-0.669646710226184	-0.461228212778058	-0.633258841098402	-1.1408741778248	-0.557922709770782	0.585774474675197	280	1238	"M2A"	0.901353818278681	0	3.65735060428186	3.74637001010426	2.69395818043068	4.75892657726289	5.01987258874781	NA	NA	NA	NA	NA	0	0.537478219092658	0.0895837640846977	4.681	NA	5.372	0	NA
"Juncus tenuis"	"Oriental"	702	7	NA	0.35973	0.64027	0.98147	132.0999	86	2025	47.52	0.53	86	0.138	88.076	0.667	503	2.43	-0.634160593753455	-0.515792168147038	-2.35586050704024	-2.55153074431389	-1.39027402416682	-0.499399320359371	274	1245	"M2A"	0.995124605997528	0	2.45055054025106	2.40581720822101	1.51899384112197	3.23654679769149	3.37360164816362	NA	NA	NA	NA	NA	0	1	0.0173403982910245	4.374	NA	102.808	0	NA
"Juncus tenuis"	"Palearctic_West"	753	2030	NA	0.01222	0.98778	0.28968	22.59406	97	2171	0.276	0.003	97	0.203	24.49	1.084	209	0.571	-0.476662286850914	-0.36688633079345	0.0705996633113727	-0.6416098322889	0.123336038951807	-0.286608328523275	274	1103	"M5A"	0.764023487805996	0	2.07064677351348	2.06133217415909	1.87266407968666	2.25811494074799	2.34790760941079	1.9910587419377	2.0327908940117	1.58556220715407	2.3358668027862	2.92386803528885	0.129981830538785	0.841034981615604	0.509497165896386	1.903	4.381	16.253	16.253	NA
"Juncus tenuis"	"Sino-Japanese"	808	72	NA	0.04598	0.95402	0.58106	55.35116	21	2061	2.545	0.025	21	0.036	58.074	1.049	392	1.806	-0.543659441757303	-0.425288258437853	-1.30473992296709	-1.05264531037831	-0.711299290671012	-0.467704096993369	274	1159	"M2A"	0.99506856916416	0	1.75360675876864	1.77061060513969	1.47490568833936	1.994275726859	2.05434501660217	NA	NA	NA	NA	NA	0	1	0.00528696090485969	3.783	NA	101.642	0	NA
"Juniperus virginiana"	"Palearctic_West"	570	56	NA	0.29296	0.70704	0.75245	31.83031	35	2413	9.325	0.216	35	0.148	32.554	1.023	134	0.978	-0.812019189492305	-0.110195138460517	0.0181145131059121	-0.463792114515085	0.00725238473918096	-0.133299365901313	313	1139	"M2A"	0.931377967803027	0	0.765040409392067	0.794021567707127	0.559126938051833	0.925573633517816	1.02598488538631	NA	NA	NA	NA	NA	0	0.175880085797683	0.0767162227087547	4.843	NA	7.568	0	NA
"Kalanchoe pinnata"	"Afrotropical"	16	9	NA	0.21549	0.78451	0.40991	85.1738	32	2384	18.354	0.193	32	0.121	38.905	0.457	144	0.941	-1.33950116159134	-0.742197370792856	-1.70976135853854	-0.652256875653268	-1.20159253536221	-0.445820934801804	306	1694	"M2A"	0.985551171735143	0	1.33952716943023	1.32956737789298	1.13883072024282	1.56015652159308	1.61801123151454	NA	NA	NA	NA	NA	0.000585884419604161	0.997317384112586	0.158778279224273	3.512	NA	34.861	0	NA
"Kalanchoe pinnata"	"Australian"	16	49	NA	0.03703	0.96297	0.19909	76.03478	38	2384	2.816	0.03	38	0.143	18.896	0.249	77	0.341	-1.33950116159134	-0.742197370792856	-1.08092650164502	-0.708407765443172	-0.908957850483723	-0.305604612937214	306	1694	"M2B"	0.973473352510058	0	2.08612566414581	2.11321807307767	1.35375722372028	2.79279247226784	2.87581245453027	NA	NA	NA	NA	NA	0.000457611818956981	0.988566773446016	0.699938376006887	3.828	NA	159.211	0	NA
"Kalanchoe pinnata"	"Nearctic"	16	27	NA	0.19798	0.80202	0.02669	151.18282	152	2384	29.932	0.315	152	0.574	2.534	0.017	16	0.04	-1.33950116159134	-0.742197370792856	-1.22602405536472	-0.628504358195585	-0.836307287330923	-0.358605650752115	306	1694	"M5A"	0.889873706213594	0	1.77701474739446	1.68932331386543	1.43870958554125	2.08281285708071	3.22673826711653	0.92620054226306	0.942562635749353	0.749078729687547	1.10550670398276	1.14996802087925	0.133068648401436	0.860836052564367	0.585708945636032	3.691	2.552	11.847	11.847	NA
"Kalanchoe pinnata"	"Neotropical"	16	82	NA	0.31877	0.68123	0.0216	189.25513	276	2384	60.328	0.636	276	1.042	2.05	0.011	11	0.021	-1.33950116159134	-0.742197370792856	-1.47551712989788	-1.00699730285356	-1.48561272165625	-0.729644777153055	306	1694	"M5B"	0.613861706598233	0	1.58333520760114	1.57879407235238	1.32699573057059	1.85087980495688	1.98164259841515	1.89321629212661	1.95187149144729	1.04856513070828	2.61016304365093	2.85813062630675	0.00274267441584905	0.69093229206898	0.738060865626236	0.078	4.193	3.779	8.388	NA
"Kalanchoe pinnata"	"Oceanian"	7	6	NA	0.19904	0.80096	0.42209	41.08224	18	2539	8.177	0.135	18	0.164	25.55	0.622	55	0.753	-1.45855752915859	-0.839397387195139	-1.08584042928334	-0.790408541510016	-1.87656314964364	-1.3069872760327	307	1798	"M2A"	0.982601206863223	0	1.29924903297261	1.42070067959934	0.990055985003661	1.53931339447643	1.57797184280029	NA	NA	NA	NA	NA	0	0	0.101947454845259	0.47	NA	28.994	0	NA
"Kalanchoe pinnata"	"Oriental"	16	17	NA	0.11567	0.88433	0.17035	111.09822	40	2384	12.85	0.135	40	0.151	16.168	0.146	91	0.425	-1.33950116159134	-0.742197370792856	-1.39024737092922	-0.940101533066365	-1.64097559208918	-0.834831494844325	306	1694	"M2B"	0.821824005318858	0	2.03398563481532	2.07485555665349	1.76330417973989	2.3362700592706	2.42943258450661	NA	NA	NA	NA	NA	0	0.645604707092153	0.0724795485316153	4.092	NA	158.73	0	NA
"Kalanchoe pinnata"	"Panamanian"	16	65	NA	0.22728	0.77272	0.00481	174.97736	233	2384	39.768	0.419	233	0.879	0.457	0.003	3	0.006	-1.33950116159134	-0.742197370792856	-1.50425870103885	-0.962887535674002	-1.4478590378279	-0.690746591059937	306	1694	"M5A"	0.389605761640337	0	1.6839217697624	1.74508053311152	1.05504929822192	2.24157817751456	2.48436095397569	1.37169262417958	1.36141009948862	1.19594987904169	1.60174517244492	1.69949292355197	0.0488508076772884	0.45594612883019	0.641011817058445	4.471	0.534	1.594	1.594	NA
"Khaya senegalensis"	"Australian"	81	14	NA	0.23645	0.76355	0.00659	148.97067	138	2401	35.224	0.941	138	0.556	0.247	0.002	13	0.035	-1.26784068415889	0.217138119215456	-1.33971312036867	-0.0786086798210649	-0.672116577352809	0.743111179255812	365	1199	"M2B"	0.905167344592336	0	2.25496117075061	2.20384147883771	1.53071836806881	3.31759358935965	3.41352885480414	NA	NA	NA	NA	NA	0.0635818019611166	0.931269793822892	0.229349563742965	3.634	NA	226.999	0	NA
"Kochia scoparia"	"Nearctic"	44	375	NA	0.12129	0.87871	0.41654	44.26271	34	2185	5.368	0.029	34	0.073	76.818	1.736	244	0.961	-0.624971991161205	-0.483188637708774	-0.382120423288858	0.310974991324709	0.0852183008597562	-0.246935890459224	276	1229	"M2A"	0.978615791039757	0	1.36534598153844	1.36948534851828	1.14429825907162	1.58498631527654	1.66132258577733	NA	NA	NA	NA	NA	1	0	0.0303007887489557	2.26	NA	23.64	0	NA
"Kochia scoparia"	"Palearctic_West"	38	22	NA	0.05108	0.94892	0.51759	46.011	20	2305	2.35	0.015	20	0.058	82.19	1.786	209	1.348	-0.49162100916143	-0.448133160555066	-0.153222368457719	0.0019912600403658	0.174413481982359	-0.287756880755519	269	1148	"M2A"	0.97571329523651	0	1.53853588593407	1.22504885895511	1.03441814872286	2.16155760102491	2.21214068532312	NA	NA	NA	NA	NA	1	0	0.0231331289919429	2.113	NA	20.847	0	NA
"Koeleria macrantha"	"Australian"	1795	11	NA	0	1	0.30532	73.40725	0	2098	0	0	0	0	13.553	0.185	426	3.408	-0.0489917000026422	-0.412748557193374	-0.201676276159976	-0.717532964500643	-0.538110799835018	0.651011882888539	242	917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lactuca serriola"	"Afrotropical"	2391	25	NA	0	1	0.63386	23.1772	0	2247	0	0	0	0	17.479	0.754	331	4.662	-0.034260685238951	-0.317009129835713	-0.219099102720798	0.0761629766438123	-0.652507220598403	0.630782923155585	247	865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lactuca serriola"	"Australian"	2381	633	NA	0.00849	0.99151	0.00877	49.61605	73	2247	0.421	0.015	73	0.182	0.241	0.005	84	0.215	-0.0342850610321487	-0.324719838076083	-0.377606406086295	0.212976301342608	-0.511341264932669	0.719787619968517	247	870	"M2B"	0.900302443928325	0	2.73352580347369	2.49318827532074	1.72241387906938	4.44241524957202	4.63905354506612	NA	NA	NA	NA	NA	0.000377466308806079	0.945400646668964	0.0911862450997065	4.134	NA	58.698	0	NA
"Lactuca serriola"	"Nearctic"	2470	620	NA	0.01175	0.98825	0.04397	83.79127	40	2111	0.985	0.034	40	0.074	1.261	0.015	190	0.49	-0.0212130780650801	-0.327324469990529	-0.441285965126849	0.190446932483688	0.138662828308376	-0.221318897641133	246	865	"M5B"	0.563065720884064	0	1.68403423673769	1.66167657836265	1.46925166917348	1.93421984287915	2.10755739821185	2.12819784011003	2.12819784011003	2.06880784329584	2.18758783692423	2.20243533612778	0.563698049706964	0.44186746380122	0.134370996305274	3.785	1.868	9.433	227	NA
"Lactuca serriola"	"Neotropical"	2468	45	NA	0.1227	0.8773	0.07403	194.1441	49	2128	23.821	0.834	49	0.094	2.116	0.011	252	0.792	-0.0205051935074593	-0.328854414516118	-0.47923212340568	-0.348512760732803	-0.381199066150782	-0.129233694485001	246	865	"M2A"	0.984817861667046	0	1.44597835881887	1.47312171245279	1.03805796639042	1.82453347251734	1.91036733469065	NA	NA	NA	NA	NA	0	1	0.0261292113956628	3.933	NA	33.189	0	NA
"Lactuca serriola"	"Palearctic_West"	2470	220	NA	0.01307	0.98693	0.2942	10.24501	53	2113	0.134	0.005	53	0.099	8.438	0.824	420	2.485	-0.0211386272269343	-0.32631319839254	0.289997897368771	-0.546712989490397	0.359776858905218	-0.385926059197404	246	865	"M2A"	0.99699377968786	0	2.8325747091009	2.74570478171452	2.27363482539878	3.44151714192698	3.58199068416307	NA	NA	NA	NA	NA	0	0.999668124898605	0.0605672124768744	4.147	NA	166.573	0	NA
"Lamium amplexicaule"	"Afrotropical"	2688	17	NA	0	1	0.70621	20.03767	0	2115	0	0	0	0	20.932	1.045	462	6.417	-0.013562583970802	-0.392704005982118	-0.228381569749028	0.136728400940316	-0.795826905747752	0.394692783338747	241	892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lamium amplexicaule"	"Australian"	2698	205	NA	0.00016	0.99984	0.05202	47.53995	1	2087	0.008	0	1	0.002	1.588	0.033	282	1.004	-0.0144471657281467	-0.40522885793167	-0.398272560882825	0.0954313610581305	-0.530555892226363	0.67615319740146	240	898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lamium amplexicaule"	"Nearctic"	2958	566	NA	0.00991	0.99009	0.0883	59.51416	22	1908	0.59	0.02	22	0.03	2.593	0.044	381	0.997	0.0178139441511531	-0.426911993341635	-0.686298146284861	0.0921514296431808	0.0864017332863592	-0.24859042013402	237	892	"M2A"	0.980651148653722	0	1.70251485973884	1.68048985926199	1.50885308619418	1.92002037713057	1.95432014246516	NA	NA	NA	NA	NA	0.908669295220429	0.316970058210485	0.0481484093270702	3.009	NA	26.099	0	NA
"Lamium amplexicaule"	"Neotropical"	2956	30	NA	0.11923	0.88077	0.01173	169.69586	137	1918	20.233	0.691	137	0.187	0.343	0.002	263	0.435	0.0183877185785469	-0.428196749627921	-0.213460180750779	-0.432223444652877	-0.826059199016362	-0.435830477552662	236	894	"M4B"	0.588444162672392	0	2.42464612963131	2.45228213404637	2.14727477974607	2.69355081239901	2.76000043437642	1.05959503077323	1.08320985097721	0.86073000949003	1.25301697513862	1.39583119291557	0.205138978584841	0.000999247073393199	0.738421041199188	5.761	8.902	30.233	16.148	NA
"Lamium amplexicaule"	"Palearctic_West"	2951	17	NA	0.08762	0.91238	0.41303	54.2662	11	1979	4.755	0.164	11	0.016	11.995	0.221	569	5.08	0.0215503357736904	-0.424136495781024	0.44910492695787	-1.16159695600799	0.27637556520087	-0.376233161493621	237	889	"M2A"	0.994761517870911	0	1.43285612848623	1.43159357062639	1.26335949457076	1.59321550163903	1.65653343121108	NA	NA	NA	NA	NA	0	0	0.0057408859384257	5.122	NA	95.699	0	NA
"Lampranthus glaucus"	"Australian"	15	8	NA	0.2734	0.7266	0.1931	55.22228	29	2565	15.097	0.402	29	0.345	7.244	0.131	22	0.242	-0.137937299253075	0.249686979829569	-0.175446897026587	-0.134711976807392	-0.217625432288198	0.512711178910478	292	644	"M5B"	0.935077531021504	0	0.966654929410422	1.01718608967768	0.571636900357249	1.32486786348167	1.35444501214566	1.1306351099944	1.12447250673701	0.947770416932287	1.3237617484849	1.35444501214566	0	0.144260347747455	0.134998315699702	4.237	5.159	11.484	18.237	NA
"Lantana camara"	"Afrotropical"	920	204	NA	0.00119	0.99881	0.0805	93.27786	5	1735	0.111	0.001	5	0.005	10.828	0.116	432	0.887	-1.38513950266894	-0.820030407860768	-0.815344741339203	-0.330362319373082	-0.955072774483344	-0.0277971006063976	304	1753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lantana camara"	"Australian"	760	236	NA	0.00895	0.99105	0.04486	83.34123	22	1992	0.746	0.008	22	0.033	4.151	0.05	261	0.624	-1.11573195492868	-0.599741212352492	-0.839880655631344	-0.424520530291374	-0.549104618921803	0.311973108234839	301	1520	"M2A"	0.948336128851075	0	0.870847134795442	0.870346333288456	0.755483402328211	0.985582588158582	1.01052848727495	NA	NA	NA	NA	NA	0.0899072064629143	0	0.0509837664689885	1.116	NA	9.95	0	NA
"Lantana camara"	"Madagascan"	808	13	NA	0.0317	0.9683	0.1385	165.55522	25	2144	5.248	0.05	25	0.05	14.632	0.088	152	0.402	-1.24288373483417	-0.686359175360964	-1.49076518130808	-1.15056591378769	-1.22230711852454	-0.51336701198622	303	1621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lantana camara"	"Nearctic"	856	303	NA	0.04909	0.95091	0.10024	104.46537	67	1832	5.128	0.045	67	0.082	11.38	0.109	369	0.717	-1.24710315697939	-0.71368668315727	-0.839291995042345	-0.0032456683832016	-0.0397641918908818	-0.224062325988642	302	1637	"M2A"	0.953479116614995	0	1.68110905116299	1.68630814573	1.48940033548769	1.83939084345298	1.92031204592439	NA	NA	NA	NA	NA	0.989632137691632	0	0.0867614617883534	2.46	NA	11.018	0	NA
"Lantana camara"	"Neotropical"	950	70	NA	0.00043	0.99957	0.03462	261.09328	1	1476	0.113	0.001	1	0.001	5.228	0.02	407	0.531	-1.4262941428755	-0.881651788576754	-1.25230895505157	-0.855671146845857	-1.32956637407344	-0.706335340852739	302	1803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lantana camara"	"Oceanian"	743	29	NA	0.02357	0.97643	0.0431	242.01893	43	1808	5.704	0.047	43	0.051	5.276	0.022	246	0.386	-1.63662028172557	-1.06408760081878	-1.62209958014078	-1.32271424354638	-2.66539309241381	-2.17294086488493	304	1990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lantana camara"	"Oriental"	946	67	NA	0.00903	0.99097	0.14795	160.80909	20	1558	1.452	0.01	20	0.018	21.59	0.134	573	1.065	-1.42341517445543	-0.873860090671062	-1.73185511702622	-0.96918798857924	-1.80995624050333	-0.838652320198211	303	1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lantana camara"	"Palearctic_West"	383	75	NA	0.00846	0.99154	0.4634	35.51028	6	2217	0.301	0.005	6	0.014	29.257	0.824	244	1.258	-0.725596654427577	-0.427230016191579	-0.175091063406664	0.0614619013556649	0.115038704486391	-0.296827132921163	286	1249	"M2A"	0.993155183519067	0	0.598398242884997	0.584284142260952	0.501079604206437	0.704464777369273	0.744469877010096	NA	NA	NA	NA	NA	0	0	0.0127648893807935	0.992	NA	73.307	0	NA
"Lantana camara"	"Panamanian"	944	161	NA	0.00297	0.99703	0.10355	85.76773	6	1604	0.255	0.002	6	0.006	15.037	0.175	558	1.132	-1.42811876979344	-0.877814321238214	-1.33237720338375	-0.403885908437473	-1.67775839970949	-0.936022582405195	303	1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lantana camara"	"Saharo-Arabian"	187	15	NA	0.17669	0.82331	0.75401	55.53042	34	2292	9.812	0.171	34	0.095	43.143	0.777	260	1.985	-0.841674800127386	-0.422156374588025	-0.172580850267317	0.535339426895096	-0.150330874608772	0.543405411411967	294	1305	"M2B"	0.96854139845032	0	0.714802140807355	0.689540998858472	0.567731957116395	0.880051931742429	0.893457495286582	NA	NA	NA	NA	NA	0.00506148366715567	0	0.385957885969864	6.073	NA	86.541	0	NA
"Lantana camara"	"Sino-Japanese"	908	24	NA	0	1	0.39844	52.79358	0	1708	0	0	0	0	52.088	0.987	765	4.347	-1.34940848289361	-0.823441171086209	-1.40378319467666	-0.749414909470196	-0.688954204958067	-0.517732397976682	301	1738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lathyrus latifolius"	"Australian"	833	55	NA	0.09816	0.90184	0.01874	101.21981	61	2390	9.935	0.428	61	0.236	0.435	0.004	52	0.194	-0.125769899432069	-0.320232526613524	-0.325555119874984	-0.498133514345735	-0.457451013588478	0.386131057645305	253	911	"M5A"	0.868164216239708	0	1.80081523412721	1.87300393705452	1.18835022362155	2.27163558210733	2.38227026996671	1.90489690444932	1.89367341209103	1.59429884894273	2.33468081951251	2.35906933774779	0	0.376117326802059	0.073426287683335	4.452	5.429	29.042	29.042	NA
"Lathyrus latifolius"	"Nearctic"	833	222	NA	0.16793	0.83207	0.00441	83.35695	171	2390	13.998	0.603	171	0.66	0.102	0.001	32	0.08	-0.125769899432069	-0.320232526613524	-0.560231834709272	-0.245744785730013	-0.0973240198406954	-0.157896951458883	253	911	"M5B"	0.672051457089348	0	1.62992937296033	1.54875841250684	1.21326006279212	2.1337183282472	3.00966316718711	0.936957299114405	0.866414980145629	0.694532797281093	1.27427194969171	1.44895833682349	0.100293363189263	0.809951829456545	0.553720268992521	3.843	0.852	6.035	6.573	NA
"Lathyrus latifolius"	"Palearctic_West"	833	935	NA	0.0048	0.9952	0.25716	12.03157	28	2390	0.058	0.002	28	0.108	5.967	0.496	151	1.11	-0.125769899432069	-0.320232526613524	0.199047854186069	-0.554397954174328	0.0828877956308193	-0.26512792663299	253	911	"M2B"	0.914414949598083	0	1.64127907589236	1.79863067073516	1.04418201486711	1.92761527598463	1.97344804671031	NA	NA	NA	NA	NA	0	0.750367120350714	0.174309820891261	4.323	NA	227	0	NA
"Leonurus cardiaca"	"Nearctic"	1235	233	NA	0.05938	0.94062	0.40754	42.44449	49	2259	2.52	0.133	49	0.126	7.745	0.182	229	1.09	0.115753104480857	-0.487750888784833	-0.515717200237623	-0.165635441305002	0.118775287763379	-0.265301980183928	226	872	"M2A"	0.892152672837514	0	1.31623668958343	1.31035991235192	1.17222666381829	1.48006670135047	1.58529024226317	NA	NA	NA	NA	NA	0.552849107691485	0.478037897551799	0.150195594931012	3.105	NA	4.948	0	NA
"Leonurus cardiaca"	"Palearctic_West"	1234	190	NA	4e-05	0.99996	0.09701	9.88376	1	2280	0	0	1	0.003	1.836	0.186	270	2.7	0.117214151498087	-0.488532721796382	0.225467338154161	-0.68926934061502	0.143215317021988	-0.334321079916673	226	872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lepidium densiflorum"	"Palearctic_West"	869	802	NA	0.0123	0.9877	0.48547	9.8058	111	2194	0.121	0.001	111	0.244	41.219	4.204	280	0.979	-0.165753213577878	-0.00843554324712822	0.214141741245089	-0.506877931837415	0.187344546653366	-0.293280584674102	277	781	"M2B"	0.988439516947775	0	2.20910645557303	2.25538885372099	1.38990219914042	2.9950089073322	3.27348422321003	NA	NA	NA	NA	NA	0	0.984046054148213	0.0512475311808966	4.175	NA	226.999	0	NA
"Lepidium latifolium"	"Nearctic"	506	211	NA	0.06752	0.93248	0.08881	54.07918	88	2269	3.651	0.071	88	0.232	4.582	0.085	127	0.372	0.066263693454439	-0.293479218622513	-0.224243764921386	0.305385473861699	0.230460086700734	-0.244037379840956	242	807	"M5A"	0.720286146281923	0	1.45804624621331	1.45221536006853	1.19884248685881	1.70689505053905	1.84681577619188	1.7390056240546	1.7080383351876	1.51719314749461	1.99121869350608	2.08877548688059	0.504648373982462	0.503905811618143	0.188765611943017	3.476	1.972	29.359	29.359	NA
