"region","smoothBW","smoothLL","Rsquared","medDistanc","maxDistanc","MaxDistDir","WetAng","DryAng","WarmAng","ColdAng"
"Afrotropical","49.99","49.99","0.82","1.19","1.9","2.12","0.11","3.25","1.56","1.58"
