"region","circ_model","circ_params","q1","k1","q2","k2","R","q1_nearang","q1_climdir","q2_nearang","q2_climdir","AICweight"
"Afrotropical","M3A","2","2.28","1.97","5.42","1.97","0.5","0.05","wetter","0.04","drier","0.16"
