"species_name","region","kept_natur","thrown_natur","kept_native","thrown_native"
"Robinia pseudoacacia","Palearctic_East","19","0","355","76"
"Robinia pseudoacacia","Afrotropical","15","0","424","7"
"Robinia pseudoacacia","Neotropical","11","0","430","1"
"Rorippa amphibia","Nearctic","18","0","1530","0"
"Rorippa nasturtium-aquaticum","Australian","147","0","1051","7"
"Rorippa nasturtium-aquaticum","Nearctic","291","0","1058","0"
"Rorippa nasturtium-aquaticum","Neotropical","38","0","1057","1"
"Rorippa nasturtium-aquaticum","Oceanian","5","0","2","1056"
"Rorippa nasturtium-aquaticum","Panamanian","15","0","911","147"
"Rorippa palustris","Australian","194","0","2611","1579"
"Rorippa palustris","Neotropical","25","0","4166","24"
"Rorippa palustris","Panamanian","7","0","1573","2617"
"Rorippa sylvestris","Palearctic_West","252","0","1998","3"
"Rorippa sylvestris","Australian","35","0","1961","40"
"Rorippa sylvestris","Nearctic","180","0","2001","0"
"Rosa multiflora","Nearctic","280","0","215","1"
"Rosa multiflora","Palearctic_West","387","1","187","29"
"Rosa multiflora","Australian","6","1","206","10"
"Rosa rugosa","Palearctic_West","1660","0","34","0"
"Rosa rugosa","Nearctic","61","0","34","0"
"Rotala rotundifolia","Australian","9","0","113","7"
"Rubus allegheniensis","Palearctic_West","154","0","243","1"
"Rubus idaeus","Australian","19","1","2766","1818"
"Rubus parviflorus","Palearctic_West","40","0","437","39"
"Rubus phoenicolasius","Nearctic","72","0","56","0"
"Rubus phoenicolasius","Palearctic_West","64","0","47","9"
"Rubus phoenicolasius","Australian","13","1","56","0"
"Rumex acetosa","Nearctic","15","0","3449","1"
"Rumex acetosella","Australian","446","7","2986","1405"
"Rumex acetosella","Nearctic","772","0","4391","0"
"Rumex acetosella","Neotropical","98","0","4387","4"
"Rumex acetosella","Afrotropical","141","0","2752","1639"
"Rumex acetosella","Sino-Japanese","37","0","4315","76"
"Rumex acetosella","Palearctic_West","116","0","4380","11"
"Rumex acetosella","Panamanian","23","1","2163","2228"
"Rumex crispus","Nearctic","840","0","3275","4"
"Rumex crispus","Australian","539","1","2910","369"
"Rumex crispus","Afrotropical","90","0","2804","475"
"Rumex crispus","Neotropical","56","0","3276","3"
"Rumex crispus","Oceanian","6","0","23","3256"
"Rumex crispus","Panamanian","28","0","2239","1040"
"Rumex longifolius","Palearctic_West","615","0","1418","0"
"Rumex longifolius","Nearctic","36","2","1418","0"
"Rumex obtusifolius","Nearctic","260","1","2584","2"
"Rumex obtusifolius","Australian","99","7","2478","108"
"Rumex obtusifolius","Neotropical","53","0","2585","1"
"Rumex obtusifolius","Palearctic_West","63","0","2580","6"
"Rumex obtusifolius","Panamanian","19","0","1915","671"
"Saccharum ravennae","Nearctic","31","0","187","0"
"Sagina procumbens","Australian","125","12","2798","1213"
"Sagina procumbens","Nearctic","143","8","4011","0"
"Sagina procumbens","Neotropical","15","0","4011","0"
"Sagina procumbens","Sino-Japanese","16","1","3951","60"
"Sagina procumbens","Panamanian","3","5","2153","1858"
"Sagittaria graminea","Sino-Japanese","6","0","188","0"
"Sagittaria graminea","Australian","13","0","182","6"
"Sagittaria montevidensis","Nearctic","143","0","79","0"
"Sagittaria montevidensis","Australian","18","0","79","0"
"Sagittaria rigida","Palearctic_West","6","0","66","0"
"Salix alba","Australian","94","0","1859","27"
"Salix alba","Palearctic_West","793","0","1885","1"
"Salix alba","Nearctic","144","0","1886","0"
"Salix purpurea","Palearctic_West","153","0","2138","0"
"Salix purpurea","Australian","13","0","2115","23"
"Salix purpurea","Nearctic","39","0","2138","0"
"Salsola kali","Nearctic","690","0","1199","0"
"Salsola kali","Australian","1331","0","1154","45"
"Salsola kali","Afrotropical","101","0","1119","80"
"Salvia aethiopis","Nearctic","29","0","177","0"
"Salvia aethiopis","Australian","6","0","168","9"
"Salvia aethiopis","Palearctic_West","18","0","177","0"
"Salvinia minima","Nearctic","28","0","107","15"
"Sambucus racemosa","Palearctic_West","942","0","2031","55"
"Sanguisorba minor","Palearctic_West","129","0","2447","0"
"Sanguisorba minor","Nearctic","149","0","2447","0"
"Sanguisorba minor","Australian","115","0","2426","21"
"Sanguisorba minor","Neotropical","14","0","2446","1"
"Saponaria officinalis","Nearctic","375","0","1746","0"
"Saponaria officinalis","Palearctic_West","907","0","1745","1"
"Saponaria officinalis","Australian","55","0","1720","26"
"Saponaria officinalis","Sino-Japanese","9","0","1745","1"
"Saponaria officinalis","Neotropical","8","0","1746","0"
"Sarracenia purpurea","Palearctic_West","53","0","386","2"
"Schefflera actinophylla","Nearctic","13","0","111","4"
"Schefflera actinophylla","Panamanian","6","0","115","0"
"Schinus terebinthifolius","Nearctic","40","2","305","2"
"Schinus terebinthifolius","Australian","77","0","298","9"
"Schinus terebinthifolius","Palearctic_West","9","0","172","135"
"Schinus terebinthifolius","Saharo-Arabian","7","0","104","203"
"Schinus terebinthifolius","Afrotropical","18","0","306","1"
"Schismus barbatus","Nearctic","235","0","418","0"
"Schismus barbatus","Australian","493","0","408","10"
"Schismus barbatus","Palearctic_West","9","0","418","0"
"Schismus barbatus","Neotropical","25","0","400","18"
"Sedum acre","Australian","53","3","2817","731"
"Sedum acre","Nearctic","63","0","3547","1"
"Senecio jacobaea","Nearctic","86","14","2507","0"
"Senecio jacobaea","Australian","91","24","2475","32"
"Senecio jacobaea","Palearctic_West","51","0","2507","0"
"Senecio sylvaticus","Nearctic","99","31","2510","0"
"Senecio sylvaticus","Australian","9","10","2360","150"
"Senecio vulgaris","Nearctic","399","0","3858","0"
"Senecio vulgaris","Australian","104","1","3245","613"
"Senecio vulgaris","Sino-Japanese","36","0","3814","44"
"Senecio vulgaris","Neotropical","20","1","3857","1"
"Senecio vulgaris","Palearctic_West","17","0","3858","0"
"Senecio vulgaris","Panamanian","5","0","2454","1404"
"Senna pendula","Nearctic","5","0","559","19"
"Senna pendula","Australian","113","0","516","62"
"Senna pendula","Afrotropical","19","0","567","11"
"Sequoia sempervirens","Australian","13","0","76","3"
"Sequoia sempervirens","Palearctic_West","188","0","69","10"
"Sequoiadendron giganteum","Australian","5","0","46","2"
"Sequoiadendron giganteum","Palearctic_West","334","0","48","0"
"Sesbania punicea","Nearctic","41","0","60","0"
"Sesbania punicea","Afrotropical","44","0","60","0"
"Setaria faberi","Nearctic","192","0","65","0"
"Setaria faberi","Palearctic_West","85","0","57","8"
"Setaria viridis","Nearctic","840","0","2099","10"
"Setaria viridis","Palearctic_West","288","0","2051","58"
"Setaria viridis","Australian","74","0","2023","86"
"Setaria viridis","Neotropical","39","0","2105","4"
"Silene antirrhina","Neotropical","22","0","489","9"
"Silene noctiflora","Nearctic","120","2","552","0"
"Silene noctiflora","Palearctic_West","630","0","552","0"
"Silene vulgaris","Australian","82","0","3117","926"
"Silene vulgaris","Nearctic","299","0","4043","0"
"Silene vulgaris","Afrotropical","8","0","2971","1072"
"Silphium perfoliatum","Palearctic_West","52","0","148","0"
"Silybum marianum","Nearctic","133","0","834","0"
"Silybum marianum","Neotropical","28","0","828","6"
"Silybum marianum","Australian","371","0","832","2"
"Silybum marianum","Palearctic_West","600","0","832","2"
"Silybum marianum","Afrotropical","10","0","833","1"
"Sinapis arvensis","Palearctic_West","1117","0","1968","0"
"Sinapis arvensis","Nearctic","431","1","1966","2"
"Sinapis arvensis","Australian","90","0","1858","110"
"Sinapis arvensis","Neotropical","17","0","1966","2"
"Sisymbrium altissimum","Nearctic","770","0","64","0"
"Sisymbrium altissimum","Palearctic_West","1156","0","64","0"
"Sisymbrium altissimum","Australian","23","0","51","13"
"Sisymbrium altissimum","Sino-Japanese","7","0","61","3"
"Sisymbrium altissimum","Neotropical","23","0","62","2"
"Sisymbrium irio","Nearctic","286","0","600","0"
"Sisymbrium irio","Palearctic_West","162","0","599","1"
"Sisymbrium irio","Australian","518","0","570","30"
"Sisymbrium irio","Sino-Japanese","6","0","569","31"
"Sisymbrium irio","Neotropical","31","0","590","10"
"Sisymbrium loeselii","Nearctic","130","0","90","0"
"Sisymbrium loeselii","Palearctic_West","532","0","89","1"
"Sisymbrium officinale","Australian","269","0","2732","101"
"Sisymbrium officinale","Nearctic","321","0","2833","0"
"Sisymbrium officinale","Neotropical","38","0","2832","1"
"Sisymbrium officinale","Afrotropical","11","0","2632","201"
"Sisyrinchium angustifolium","Palearctic_West","22","0","297","9"
"Sisyrinchium angustifolium","Sino-Japanese","7","0","306","0"
"Sisyrinchium montanum","Palearctic_West","106","0","315","0"
"Solanum carolinense","Sino-Japanese","24","0","407","0"
"Solanum carolinense","Palearctic_West","15","0","399","8"
"Solanum dulcamara","Australian","58","0","2747","375"
"Solanum dulcamara","Nearctic","346","0","3121","1"
"Solanum nigrum","Australian","1101","1","2799","136"
"Solanum nigrum","Nearctic","179","0","2928","7"
"Solanum nigrum","Afrotropical","166","1","2746","189"
"Solanum nigrum","Sino-Japanese","43","0","2906","29"
"Solanum nigrum","Oceanian","7","0","77","2858"
"Solanum nigrum","Neotropical","102","1","2928","7"
"Solanum nigrum","Panamanian","29","0","2038","897"
"Solanum torvum","Oriental","140","0","414","1"
"Solanum torvum","Australian","87","2","315","100"
"Solanum torvum","Afrotropical","182","0","390","25"
"Solanum torvum","Oceanian","50","0","355","60"
"Solanum torvum","Madagascan","12","0","359","56"
"Solanum torvum","Sino-Japanese","14","0","399","16"
"Solanum torvum","Nearctic","5","0","358","57"
"Solanum triflorum","Palearctic_West","83","0","289","0"
"Solanum triflorum","Australian","97","0","97","192"
"Solanum viarum","Nearctic","9","0","150","10"
"Solanum viarum","Australian","6","0","137","23"
"Solanum viarum","Oriental","12","0","159","1"
"Solanum viarum","Sino-Japanese","9","0","157","3"
"Solidago canadensis","Palearctic_West","1872","0","860","8"
"Solidago canadensis","Australian","36","0","564","304"
"Solidago gigantea","Palearctic_West","1643","0","445","3"
"Solidago gigantea","Sino-Japanese","30","0","448","0"
"Solidago sempervirens","Australian","6","0","111","9"
"Sonchus arvensis","Nearctic","248","0","3178","0"
"Sonchus arvensis","Sino-Japanese","5","0","3162","16"
"Sonchus arvensis","Oriental","30","0","2974","204"
"Sonchus asper","Nearctic","526","0","2449","1"
"Sonchus asper","Australian","1507","3","2185","265"
"Sonchus asper","Panamanian","75","0","1691","759"
"Sonchus asper","Neotropical","175","0","2449","1"
"Sonchus asper","Oriental","32","0","2319","131"
"Sonchus asper","Afrotropical","37","0","2137","313"
"Sonchus asper","Sino-Japanese","60","0","2434","16"
"Sonchus asper","Palearctic_East","6","0","2291","159"
"Sonchus oleraceus","Nearctic","433","0","3402","0"
"Sonchus oleraceus","Australian","1586","4","3153","249"
"Sonchus oleraceus","Panamanian","98","0","2045","1357"
"Sonchus oleraceus","Neotropical","222","0","3401","1"
"Sonchus oleraceus","Oriental","43","0","3258","144"
"Sonchus oleraceus","Afrotropical","120","0","3102","300"
"Sonchus oleraceus","Oceanian","11","0","0","3402"
"Sonchus oleraceus","Sino-Japanese","93","0","3374","28"
"Sonchus oleraceus","Saharo-Arabian","7","0","3102","300"
"Sonchus oleraceus","Palearctic_East","9","0","3263","139"
"Sorghum bicolor","Oriental","670","0","1564","0"
"Sorghum bicolor","Panamanian","69","0","1025","539"
"Sorghum bicolor","Neotropical","76","0","1265","299"
"Sorghum bicolor","Nearctic","231","0","1538","26"
"Sorghum bicolor","Palearctic_West","267","0","613","951"
"Sorghum bicolor","Australian","163","0","1437","127"
"Sorghum bicolor","Sino-Japanese","5","0","766","798"
"Sorghum halepense","Nearctic","720","0","90","4"
"Sorghum halepense","Palearctic_West","758","0","81","13"
"Sorghum halepense","Australian","270","0","84","10"
"Sorghum halepense","Sino-Japanese","28","0","73","21"
"Sorghum halepense","Oriental","11","0","85","9"
"Sorghum halepense","Panamanian","66","0","48","46"
"Sorghum halepense","Neotropical","94","0","89","5"
"Sorghum halepense","Oceanian","6","0","8","86"
"Sorghum halepense","Afrotropical","75","0","93","1"
"Sparaxis tricolor","Nearctic","8","0","6","0"
"Sparaxis tricolor","Australian","38","0","5","1"
"Spartina alterniflora","Palearctic_West","23","0","93","27"
"Spartina alterniflora","Australian","8","0","102","18"
"Spartina anglica","Australian","27","3","146","0"
"Spartina anglica","Nearctic","5","0","146","0"
"Spartina densiflora","Palearctic_West","11","0","21","0"
"Spartina densiflora","Nearctic","6","0","21","0"
"Spartina patens","Palearctic_West","5","0","88","9"
"Spathoglottis plicata","Panamanian","7","0","88","1"
"Sphagneticola trilobata","Australian","57","2","202","101"
"Sphagneticola trilobata","Nearctic","18","0","256","47"
"Sphagneticola trilobata","Oriental","14","0","296","7"
"Sphagneticola trilobata","Panamanian","31","0","297","6"
"Sphagneticola trilobata","Oceanian","6","0","253","50"
"Spiraea japonica","Nearctic","31","0","203","1"
"Spiraea japonica","Palearctic_West","276","4","185","19"
"Spirodela punctata","Nearctic","60","0","196","3"
"Spirodela punctata","Panamanian","9","0","173","26"
"Sporobolus cryptandrus","Palearctic_West","6","0","836","4"
"Sporobolus vaginiflorus","Palearctic_West","40","0","209","0"
"Stellaria media","Nearctic","371","0","3489","5"
"Stellaria media","Australian","448","1","2314","1180"
"Stellaria media","Neotropical","38","0","3491","3"
"Stellaria media","Afrotropical","20","0","2097","1397"
"Stenocereus griseus","Nearctic","19","0","6","0"
"Stenocereus griseus","Panamanian","10","0","6","0"
"Stuckenia vaginata","Nearctic","99","0","41","0"
"Symphoricarpos albus","Palearctic_West","2080","0","505","20"
"Symphoricarpos albus","Australian","9","0","375","150"
"Syringa vulgaris","Palearctic_West","1597","0","8","0"
"Syringa vulgaris","Nearctic","109","0","8","0"
"Syringa vulgaris","Australian","9","0","8","0"
"Syzygium cumini","Afrotropical","7","0","50","0"
"Syzygium cumini","Neotropical","122","0","50","0"
"Syzygium cumini","Oriental","16","0","50","0"
"Syzygium cumini","Australian","16","0","48","2"
"Syzygium cumini","Nearctic","5","0","50","0"
"Syzygium cumini","Panamanian","14","0","48","2"
"Syzygium cumini","Oceanian","5","0","20","30"
"Syzygium cumini","Madagascan","15","0","46","4"
"Syzygium jambos","Nearctic","30","0","24","0"
"Syzygium jambos","Oceanian","14","0","16","8"
"Syzygium jambos","Australian","14","0","24","0"
"Syzygium jambos","Panamanian","152","0","24","0"
"Syzygium jambos","Neotropical","167","1","24","0"
"Syzygium jambos","Oriental","12","0","24","0"
"Syzygium jambos","Madagascan","27","0","24","0"
"Taeniatherum caput-medusae","Nearctic","135","0","437","0"
"Tamarix gallica","Palearctic_West","83","0","362","0"
"Tamarix gallica","Nearctic","38","0","361","1"
"Tanacetum vulgare","Neotropical","17","0","3112","2"
"Tanacetum vulgare","Nearctic","230","0","3113","1"
"Tanacetum vulgare","Palearctic_West","102","0","3109","5"
"Tanacetum vulgare","Australian","47","0","2072","1042"
"Taxus cuspidata","Nearctic","13","0","59","0"
"Tecoma stans","Australian","61","1","445","21"
"Tecoma stans","Afrotropical","21","0","459","7"
"Thlaspi arvense","Palearctic_West","447","0","1951","8"
"Thlaspi arvense","Nearctic","725","0","1958","1"
"Thlaspi arvense","Australian","21","0","1654","305"
"Thlaspi arvense","Neotropical","7","0","1957","2"
"Torilis japonica","Nearctic","28","0","2158","0"
"Torilis japonica","Australian","7","0","2053","105"
"Tradescantia fluminensis","Australian","160","0","99","1"
"Tradescantia fluminensis","Nearctic","17","0","100","0"
"Tradescantia fluminensis","Palearctic_West","109","0","56","44"
"Tradescantia fluminensis","Sino-Japanese","16","0","100","0"
"Tradescantia fluminensis","Afrotropical","9","0","99","1"
"Tradescantia spathacea","Australian","7","0","39","10"
"Tradescantia spathacea","Panamanian","8","0","49","0"
"Tragopogon porrifolius","Australian","183","0","497","5"
"Tragopogon porrifolius","Nearctic","172","0","502","0"
"Tragopogon porrifolius","Palearctic_West","236","0","502","0"
"Tragopogon porrifolius","Neotropical","6","0","501","1"
"Tragopogon porrifolius","Afrotropical","24","0","491","11"
"Tragopogon pratensis","Nearctic","147","1","2186","0"
"Trapa natans","Nearctic","22","0","264","5"
"Trapa natans","Palearctic_West","6","0","245","24"
"Triadica sebifera","Nearctic","104","0","164","1"
"Triadica sebifera","Australian","18","0","158","7"
"Triadica sebifera","Sino-Japanese","17","0","162","3"
"Triadica sebifera","Oriental","10","0","164","1"
"Tribulus terrestris","Neotropical","68","0","1687","43"
"Tribulus terrestris","Nearctic","585","0","1728","2"
"Trifolium arvense","Australian","627","2","2318","177"
"Trifolium arvense","Nearctic","186","5","2495","0"
"Trifolium campestre","Nearctic","341","3","2684","0"
"Trifolium campestre","Australian","535","0","2638","46"
"Trifolium campestre","Afrotropical","17","0","2605","79"
"Trifolium campestre","Sino-Japanese","14","0","2661","23"
"Trifolium campestre","Palearctic_West","38","0","2684","0"
"Trifolium campestre","Neotropical","12","0","2676","8"
"Trifolium dubium","Sino-Japanese","34","0","2253","4"
"Trifolium dubium","Australian","397","5","2237","20"
"Trifolium dubium","Nearctic","227","7","2257","0"
"Trifolium dubium","Palearctic_West","22","0","2257","0"
"Trifolium dubium","Panamanian","3","9","1871","386"
"Trifolium dubium","Neotropical","29","1","2256","1"
"Trifolium dubium","Afrotropical","17","0","2193","64"
"Trifolium dubium","Oriental","0","7","2167","90"
"Trifolium hybridum","Australian","43","0","662","60"
"Trifolium hybridum","Palearctic_West","1886","0","721","1"
"Trifolium hybridum","Nearctic","431","0","721","1"
"Trifolium hybridum","Sino-Japanese","13","0","714","8"
"Trifolium hybridum","Afrotropical","7","0","643","79"
"Trifolium pratense","Nearctic","452","1","3657","0"
"Trifolium pratense","Australian","129","1","2458","1199"
"Trifolium pratense","Sino-Japanese","36","0","3605","52"
"Trifolium pratense","Palearctic_West","8","0","3657","0"
"Trifolium pratense","Neotropical","21","0","3652","5"
"Trifolium pratense","Panamanian","5","0","1805","1852"
"Trifolium pratense","Palearctic_East","7","0","3401","256"
"Trifolium repens","Nearctic","396","10","3721","0"
"Trifolium repens","Australian","360","8","2542","1179"
"Trifolium repens","Panamanian","5","5","1944","1777"
"Trifolium repens","Sino-Japanese","32","0","3683","38"
"Trifolium repens","Afrotropical","8","1","2482","1239"
"Trifolium repens","Neotropical","44","3","3718","3"
"Trifolium repens","Oriental","3","10","3436","285"
"Trifolium repens","Saharo-Arabian","5","0","3063","658"
"Trifolium repens","Palearctic_East","8","0","3454","267"
"Tussilago farfara","Nearctic","186","0","3573","1"
"Tussilago farfara","Palearctic_West","8","0","3572","2"
"Typha latifolia","Australian","38","0","2953","648"
"Ulex europaeus","Nearctic","37","7","1403","0"
"Ulex europaeus","Australian","177","40","1402","1"
"Ulex europaeus","Palearctic_West","49","0","1403","0"
"Ulex europaeus","Panamanian","4","4","1368","35"
"Ulex europaeus","Afrotropical","9","0","1368","35"
"Ulex europaeus","Neotropical","24","4","1403","0"
"Ulmus pumila","Nearctic","279","0","12","0"
"Ulmus pumila","Palearctic_West","33","0","11","1"
"Urtica dioica","Neotropical","14","0","3580","1"
"Urtica dioica","Australian","15","0","2608","973"
"Utricularia gibba","Australian","199","1","485","62"
"Utricularia gibba","Oriental","10","0","538","9"
"Valeriana officinalis","Nearctic","61","0","2250","0"
"Verbascum blattaria","Nearctic","324","6","588","0"
"Verbascum blattaria","Australian","47","0","582","6"
"Verbascum blattaria","Palearctic_West","149","0","587","1"
"Verbascum blattaria","Sino-Japanese","6","0","582","6"
"Verbascum thapsus","Nearctic","657","0","2473","1"
"Verbascum thapsus","Australian","226","1","2143","331"
"Verbascum thapsus","Neotropical","22","0","2474","0"
"Verbascum thapsus","Sino-Japanese","13","0","2446","28"
"Verbascum thapsus","Saharo-Arabian","17","0","2239","235"
"Verbascum virgatum","Australian","442","8","572","1"
"Verbascum virgatum","Nearctic","97","3","573","0"
"Verbascum virgatum","Palearctic_West","18","0","573","0"
"Verbascum virgatum","Neotropical","60","4","573","0"
"Verbascum virgatum","Afrotropical","7","0","570","3"
"Verbena bonariensis","Australian","384","2","132","4"
"Verbena bonariensis","Palearctic_West","205","0","80","56"
"Verbena bonariensis","Nearctic","40","0","135","1"
"Verbena bonariensis","Sino-Japanese","21","0","136","0"
"Verbena bonariensis","Afrotropical","134","0","132","4"
"Verbena bonariensis","Oriental","8","1","134","2"
"Verbena bonariensis","Oceanian","13","0","41","95"
"Veronica anagallis-aquatica","Australian","140","0","2561","287"
"Veronica anagallis-aquatica","Sino-Japanese","17","0","2807","41"
"Veronica arvensis","Palearctic_West","411","0","2563","2"
"Veronica arvensis","Nearctic","403","0","2565","0"
"Veronica arvensis","Australian","239","0","2361","204"
"Veronica arvensis","Neotropical","5","0","2562","3"
"Veronica arvensis","Sino-Japanese","43","0","2534","31"
"Veronica arvensis","Panamanian","5","0","1682","883"
"Veronica beccabunga","Nearctic","86","0","2310","1"
"Veronica peregrina","Sino-Japanese","51","0","833","33"
"Veronica peregrina","Oriental","9","0","608","258"
"Veronica peregrina","Palearctic_West","474","0","831","35"
"Veronica peregrina","Australian","130","0","632","234"
"Vicia cracca","Australian","16","0","2935","1363"
"Vicia cracca","Nearctic","250","0","4295","3"
"Vicia cracca","Palearctic_West","66","0","4283","15"
"Vicia sativa","Nearctic","362","0","4097","2"
"Vicia sativa","Australian","406","0","3884","215"
"Vicia sativa","Neotropical","40","0","4088","11"
"Vicia sativa","Palearctic_West","7","0","4045","54"
"Vicia villosa","Nearctic","475","0","1609","0"
"Vicia villosa","Palearctic_West","396","0","1609","0"
"Vicia villosa","Australian","89","0","1587","22"
"Vicia villosa","Neotropical","22","0","1608","1"
"Vicia villosa","Sino-Japanese","21","0","1605","4"
"Vicia villosa","Afrotropical","11","0","1591","18"
"Vinca major","Nearctic","157","8","667","0"
"Vinca major","Palearctic_West","495","0","667","0"
"Vinca major","Australian","185","7","663","4"
"Vinca major","Neotropical","15","3","667","0"
"Vinca major","Panamanian","4","4","664","3"
"Vinca major","Afrotropical","12","0","663","4"
"Vinca minor","Palearctic_West","755","0","1445","0"
"Vinca minor","Nearctic","134","1","1445","0"
"Vinca minor","Australian","14","1","1437","8"
"Vincetoxicum nigrum","Nearctic","57","0","284","0"
"Vulpia bromoides","Australian","526","3","1607","4"
"Vulpia bromoides","Nearctic","307","7","1610","1"
"Vulpia bromoides","Neotropical","80","0","1611","0"
"Vulpia bromoides","Panamanian","5","4","1247","364"
"Vulpia bromoides","Afrotropical","56","0","1564","47"
"Wisteria sinensis","Nearctic","33","0","26","0"
"Wisteria sinensis","Palearctic_West","80","0","24","2"
"Wisteria sinensis","Australian","26","0","26","0"
"Xanthium strumarium","Neotropical","57","0","1886","16"
"Xanthium strumarium","Australian","482","1","1766","136"
"Xanthium strumarium","Afrotropical","89","0","1846","56"
"Xanthium strumarium","Palearctic_West","129","0","1837","65"
"Xanthium strumarium","Panamanian","8","0","1275","627"
"Zeuxine strateumatica","Nearctic","17","0","23","2"
"Zizania aquatica","Palearctic_West","8","0","96","3"
