"species_name","region","kept_natur","thrown_natur","kept_native","thrown_native"
"Conyza canadensis","Oriental","28","0","810","264"
"Conyza canadensis","Saharo-Arabian","82","0","890","184"
"Conyza canadensis","Oceanian","5","0","102","972"
"Cornus sericea","Palearctic_West","997","0","1130","19"
"Coronilla varia","Nearctic","83","0","196","0"
"Coronilla varia","Australian","11","0","185","11"
"Cortaderia selloana","Nearctic","81","1","66","0"
"Cortaderia selloana","Palearctic_West","364","0","53","13"
"Cortaderia selloana","Australian","118","1","60","6"
"Cotula coronopifolia","Australian","404","3","103","11"
"Cotula coronopifolia","Nearctic","119","7","114","0"
"Cotula coronopifolia","Palearctic_West","207","5","114","0"
"Cotula coronopifolia","Neotropical","30","3","113","1"
"Cotula coronopifolia","Saharo-Arabian","6","0","109","5"
"Crepis capillaris","Australian","279","12","2616","10"
"Crepis capillaris","Nearctic","116","24","2626","0"
"Crepis capillaris","Palearctic_West","63","0","2626","0"
"Crepis capillaris","Neotropical","28","3","2626","0"
"Cupaniopsis anacardioides","Nearctic","11","0","272","0"
"Cupressus macrocarpa","Australian","69","1","42","3"
"Cupressus macrocarpa","Palearctic_West","165","0","42","3"
"Cupressus macrocarpa","Neotropical","10","0","44","1"
"Cyathea cooperi","Nearctic","6","1","130","1"
"Cycas revoluta","Nearctic","11","0","25","0"
"Cyclamen coum","Palearctic_West","39","0","6","0"
"Cyclamen hederifolium","Palearctic_West","150","0","240","0"
"Cyclamen repandum","Palearctic_West","26","0","38","0"
"Cylindropuntia imbricata","Australian","76","0","90","13"
"Cylindropuntia imbricata","Afrotropical","6","0","100","3"
"Cylindropuntia kleiniae","Australian","7","0","6","0"
"Cylindropuntia spinosior","Australian","9","0","16","0"
"Cylindropuntia tunicata","Australian","9","0","16","0"
"Cynara cardunculus","Nearctic","36","0","235","0"
"Cynara cardunculus","Australian","92","0","235","0"
"Cynara cardunculus","Palearctic_West","26","0","235","0"
"Cynara cardunculus","Neotropical","20","0","235","0"
"Cynodon dactylon","Nearctic","694","0","1801","8"
"Cynodon dactylon","Australian","1124","0","1782","27"
"Cynodon dactylon","Palearctic_West","197","0","1746","63"
"Cynodon dactylon","Neotropical","339","0","1762","47"
"Cynodon dactylon","Oriental","60","0","1751","58"
"Cynodon dactylon","Panamanian","104","0","1321","488"
"Cynodon dactylon","Oceanian","17","0","54","1755"
"Cynodon dactylon","Sino-Japanese","53","0","1716","93"
"Cynodon dactylon","Saharo-Arabian","9","0","1673","136"
"Cynoglossum officinale","Palearctic_West","54","0","1496","0"
"Cynoglossum officinale","Nearctic","227","1","1496","0"
"Cyperus difformis","Nearctic","83","0","1152","11"
"Cyperus difformis","Neotropical","17","0","1148","15"
"Cyperus difformis","Panamanian","10","0","830","333"
"Cyperus prolifer","Australian","16","0","48","2"
"Cyperus rotundus","Neotropical","159","0","734","33"
"Cyperus rotundus","Nearctic","157","0","735","32"
"Cyperus rotundus","Australian","611","0","720","47"
"Cyperus rotundus","Panamanian","124","0","632","135"
"Cyperus rotundus","Oceanian","17","0","224","543"
"Cytisus scoparius","Australian","185","23","2614","10"
"Cytisus scoparius","Nearctic","125","25","2624","0"
"Cytisus scoparius","Sino-Japanese","11","2","2615","9"
"Cytisus scoparius","Afrotropical","14","0","2512","112"
"Dactylis glomerata","Australian","242","1","2473","644"
"Dactylis glomerata","Nearctic","255","1","3117","0"
"Dactylis glomerata","Sino-Japanese","30","0","3092","25"
"Dactylis glomerata","Afrotropical","11","0","2292","825"
"Dactylis glomerata","Palearctic_West","7","0","3117","0"
"Dactylis glomerata","Neotropical","13","0","3114","3"
"Dactylis glomerata","Panamanian","4","2","1848","1269"
"Dalbergia sissoo","Afrotropical","21","0","16","2"
"Dalbergia sissoo","Australian","18","0","15","3"
"Dalbergia sissoo","Saharo-Arabian","12","0","10","8"
"Dalbergia sissoo","Oriental","7","0","18","0"
"Datura stramonium","Nearctic","276","0","169","1"
"Datura stramonium","Australian","225","0","168","2"
"Datura stramonium","Palearctic_West","2001","0","128","42"
"Datura stramonium","Neotropical","101","0","170","0"
"Datura stramonium","Afrotropical","134","0","170","0"
"Datura stramonium","Saharo-Arabian","60","0","109","61"
"Datura stramonium","Sino-Japanese","89","0","161","9"
"Datura stramonium","Panamanian","23","0","163","7"
"Datura stramonium","Oriental","12","0","168","2"
"Datura stramonium","Palearctic_East","9","0","78","92"
"Datura wrightii","Australian","36","0","309","8"
"Datura wrightii","Palearctic_West","27","0","316","1"
"Daucus carota","Nearctic","540","0","3276","0"
"Daucus carota","Australian","130","0","3216","60"
"Daucus carota","Palearctic_West","61","0","3269","7"
"Daucus carota","Sino-Japanese","102","0","3243","33"
"Daucus carota","Afrotropical","19","0","3155","121"
"Delonix regia","Nearctic","36","3","28","0"
"Delonix regia","Panamanian","68","0","28","0"
"Delonix regia","Australian","27","1","28","0"
"Delonix regia","Afrotropical","9","1","28","0"
"Delonix regia","Oriental","11","1","28","0"
"Delonix regia","Neotropical","81","2","28","0"
"Descurainia pinnata","Palearctic_West","5","0","1023","7"
"Descurainia sophia","Palearctic_West","165","0","1828","6"
"Descurainia sophia","Nearctic","970","0","1834","0"
"Descurainia sophia","Sino-Japanese","10","0","1818","16"
"Descurainia sophia","Australian","9","0","1648","186"
"Descurainia sophia","Neotropical","14","0","1830","4"
"Dianthus armeria","Australian","67","0","1409","5"
"Dianthus armeria","Nearctic","326","6","1414","0"
"Dianthus armeria","Sino-Japanese","10","1","1411","3"
"Dietes bicolor","Australian","7","0","7","0"
"Digitalis grandiflora","Palearctic_West","34","0","598","0"
"Digitalis grandiflora","Nearctic","9","0","598","0"
"Digitalis lutea","Palearctic_West","54","0","504","0"
"Digitalis purpurea","Oriental","1","7","2299","157"
"Digitalis purpurea","Australian","118","19","2393","63"
"Digitalis purpurea","Nearctic","136","15","2456","0"
"Digitalis purpurea","Palearctic_West","63","0","2456","0"
"Digitalis purpurea","Panamanian","9","6","1898","558"
"Digitalis purpurea","Neotropical","43","2","2456","0"
"Digitaria sanguinalis","Australian","244","1","1071","20"
"Digitaria sanguinalis","Nearctic","479","0","1091","0"
"Digitaria sanguinalis","Palearctic_West","800","0","1046","45"
"Digitaria sanguinalis","Neotropical","90","0","1088","3"
"Digitaria sanguinalis","Afrotropical","143","0","1071","20"
"Digitaria sanguinalis","Panamanian","19","0","971","120"
"Dioscorea bulbifera","Nearctic","19","0","487","30"
"Dioscorea bulbifera","Panamanian","14","0","506","11"
"Dioscorea bulbifera","Neotropical","18","0","514","3"
"Dipsacus fullonum","Nearctic","203","0","2172","0"
"Dipsacus fullonum","Australian","50","0","2168","4"
"Dipsacus fullonum","Palearctic_West","41","0","2172","0"
"Dipsacus fullonum","Neotropical","11","0","2170","2"
"Dipsacus laciniatus","Nearctic","46","0","161","0"
"Dipsacus laciniatus","Palearctic_West","11","0","161","0"
"Dracocephalum parviflorum","Palearctic_West","36","0","200","0"
"Duchesnea indica","Palearctic_West","394","0","151","56"
"Duchesnea indica","Nearctic","81","0","199","8"
"Duchesnea indica","Neotropical","30","0","205","2"
"Duchesnea indica","Panamanian","5","0","194","13"
"Duchesnea indica","Afrotropical","18","0","185","22"
"Duchesnea indica","Australian","7","0","183","24"
"Echinochloa colona","Oceanian","30","0","64","392"
"Echinochloa colona","Afrotropical","23","0","454","2"
"Echinochloa colona","Australian","624","0","407","49"
"Echinochloa colona","Nearctic","492","0","436","20"
"Echinochloa colona","Neotropical","228","0","388","68"
"Echinochloa colona","Oriental","68","0","456","0"
"Echinochloa colona","Palearctic_West","188","0","302","154"
"Echinochloa colona","Sino-Japanese","6","0","311","145"
"Echinochloa colona","Panamanian","222","0","295","161"
"Echinochloa crus-galli","Australian","388","2","85","4"
"Echinochloa crus-galli","Nearctic","874","30","89","0"
"Echinochloa crus-galli","Neotropical","133","4","89","0"
"Echinochloa crus-galli","Palearctic_West","2143","106","88","1"
"Echinochloa crus-galli","Oriental","66","5","88","1"
"Echinochloa crus-galli","Sino-Japanese","105","9","89","0"
"Echinochloa crus-galli","Panamanian","14","1","40","49"
"Echinochloa crus-galli","Saharo-Arabian","43","18","82","7"
"Echinochloa crus-galli","Afrotropical","8","0","89","0"
"Echinochloa crus-galli","Palearctic_East","11","4","83","6"
"Echinochloa crus-galli","Oceanian","23","7","0","89"
"Echium plantagineum","Nearctic","10","0","637","0"
"Echium plantagineum","Australian","813","2","637","0"
"Echium plantagineum","Palearctic_West","60","0","637","0"
"Echium plantagineum","Afrotropical","57","0","637","0"
"Echium plantagineum","Neotropical","51","4","636","1"
"Egeria densa","Palearctic_West","154","0","37","14"
"Egeria densa","Nearctic","101","0","49","2"
"Egeria densa","Australian","53","0","47","4"
"Egeria densa","Sino-Japanese","23","0","48","3"
"Egeria densa","Afrotropical","6","0","51","0"
"Eichhornia crassipes","Nearctic","215","1","212","9"
"Eichhornia crassipes","Oriental","48","2","221","0"
"Eichhornia crassipes","Panamanian","134","0","220","1"
"Eichhornia crassipes","Palearctic_West","57","0","81","140"
"Eichhornia crassipes","Neotropical","45","0","221","0"
"Eichhornia crassipes","Afrotropical","44","5","221","0"
"Eichhornia crassipes","Australian","72","0","201","20"
"Eichhornia crassipes","Oceanian","7","0","147","74"
"Eichhornia crassipes","Sino-Japanese","32","0","216","5"
"Elaeagnus angustifolia","Nearctic","291","0","95","0"
"Elaeagnus angustifolia","Palearctic_West","228","0","85","10"
"Elaeagnus angustifolia","Saharo-Arabian","22","0","90","5"
"Elaeagnus pungens","Nearctic","18","0","103","2"
"Elaeagnus umbellata","Nearctic","177","0","213","5"
"Elaeagnus umbellata","Palearctic_West","25","0","177","41"
"Elaeagnus umbellata","Palearctic_East","6","0","138","80"
"Elaeagnus umbellata","Panamanian","5","0","192","26"
"Elsholtzia ciliata","Palearctic_West","74","0","134","13"
"Elsholtzia ciliata","Nearctic","11","0","144","3"
"Elymus canadensis","Palearctic_West","29","0","740","3"
"Epilobium brachycarpum","Palearctic_West","104","0","541","16"
"Epilobium ciliatum","Australian","104","2","813","634"
"Epilobium ciliatum","Palearctic_West","2748","0","1378","69"
"Epilobium hirsutum","Nearctic","71","0","2998","0"
"Epilobium hirsutum","Australian","8","0","2881","117"
"Epilobium parviflorum","Australian","7","0","2646","43"
"Epilobium parviflorum","Nearctic","15","0","2687","2"
"Epiphyllum phyllanthus","Nearctic","5","0","240","79"
"Epiphyllum phyllanthus","Panamanian","42","0","319","0"
"Equisetum arvense","Australian","31","0","3460","3094"
"Eragrostis cilianensis","Neotropical","190","0","802","18"
"Eragrostis cilianensis","Nearctic","904","0","806","14"
"Eragrostis cilianensis","Australian","541","0","811","9"
"Eragrostis cilianensis","Palearctic_West","105","0","744","76"
"Eragrostis cilianensis","Panamanian","37","0","710","110"
"Eragrostis curvula","Australian","411","0","889","19"
"Eragrostis curvula","Nearctic","190","0","908","0"
"Eragrostis curvula","Neotropical","34","0","908","0"
"Eragrostis curvula","Sino-Japanese","33","0","902","6"
"Eragrostis curvula","Palearctic_West","81","0","903","5"
"Eragrostis echinochloidea","Nearctic","14","0","178","0"
"Eremopyrum triticeum","Nearctic","44","0","17","0"
"Erigeron speciosus","Palearctic_West","18","0","254","2"
"Erodium cicutarium","Australian","730","0","3068","328"
"Erodium cicutarium","Nearctic","842","0","3395","1"
"Erodium cicutarium","Afrotropical","81","0","3051","345"
"Erodium cicutarium","Neotropical","84","0","3387","9"
"Erodium cicutarium","Sino-Japanese","8","0","3359","37"
"Erodium cicutarium","Panamanian","8","0","1833","1563"
"Eruca vesicaria","Nearctic","150","0","545","0"
"Eruca vesicaria","Palearctic_West","327","0","543","2"
"Eruca vesicaria","Australian","34","0","529","16"
"Eruca vesicaria","Neotropical","26","0","538","7"
"Eruca vesicaria","Panamanian","8","0","401","144"
"Erysimum repandum","Nearctic","315","0","223","0"
"Erysimum repandum","Palearctic_West","45","0","223","0"
"Erysimum repandum","Neotropical","12","0","220","3"
"Eucalyptus camaldulensis","Panamanian","14","0","636","877"
"Eucalyptus camaldulensis","Palearctic_West","203","0","1271","242"
"Eucalyptus camaldulensis","Nearctic","70","0","1513","0"
"Eucalyptus camaldulensis","Neotropical","24","0","1453","60"
"Eucalyptus camaldulensis","Afrotropical","105","0","1513","0"
"Eucalyptus camaldulensis","Saharo-Arabian","5","0","1313","200"
"Eugenia uniflora","Oriental","9","0","282","0"
"Eugenia uniflora","Nearctic","10","0","282","0"
"Eugenia uniflora","Australian","24","0","279","3"
"Eugenia uniflora","Neotropical","14","0","282","0"
"Eugenia uniflora","Panamanian","23","0","278","4"
"Eugenia uniflora","Afrotropical","8","0","281","1"
"Eugenia uniflora","Oceanian","7","0","162","120"
"Euonymus fortunei","Nearctic","51","0","132","5"
"Euonymus fortunei","Palearctic_West","34","0","112","25"
"Euphorbia cyparissias","Palearctic_West","510","0","1512","0"
"Euphorbia cyparissias","Nearctic","119","1","1511","1"
"Euphorbia dendroides","Nearctic","5","0","70","0"
"Euphorbia dendroides","Australian","16","0","70","0"
"Euphorbia esula","Nearctic","184","0","41","0"
"Euphorbia esula","Palearctic_West","1524","0","38","3"
"Euphorbia mellifera","Palearctic_West","11","0","9","0"
"Euphorbia myrsinites","Nearctic","24","0","49","0"
"Euphorbia myrsinites","Palearctic_West","6","0","49","0"
"Euphorbia tirucalli","Nearctic","15","0","97","0"
"Euphorbia tirucalli","Neotropical","37","0","96","1"
"Euphorbia tirucalli","Australian","6","0","97","0"
"Euphorbia tirucalli","Oriental","6","0","97","0"
"Euphorbia tirucalli","Panamanian","12","0","88","9"
"Euryops multifidus","Nearctic","6","0","80","0"
"Festuca arundinacea","Nearctic","385","5","2893","0"
"Festuca arundinacea","Australian","158","4","2808","85"
"Festuca arundinacea","Oriental","1","5","2816","77"
"Festuca arundinacea","Afrotropical","20","0","2767","126"
"Festuca arundinacea","Neotropical","27","1","2891","2"
"Festuca arundinacea","Sino-Japanese","49","1","2880","13"
"Festuca arundinacea","Palearctic_East","7","0","2723","170"
"Festuca ovina","Nearctic","234","0","4250","2"
"Festuca trachyphylla","Palearctic_West","446","0","672","0"
"Festuca trachyphylla","Nearctic","112","0","672","0"
"Foeniculum vulgare","Australian","235","0","1101","10"
"Foeniculum vulgare","Neotropical","96","0","1111","0"
"Foeniculum vulgare","Nearctic","180","0","1111","0"
"Foeniculum vulgare","Palearctic_West","509","0","1107","4"
"Foeniculum vulgare","Afrotropical","20","0","1102","9"
"Foeniculum vulgare","Sino-Japanese","5","0","1106","5"
"Foeniculum vulgare","Panamanian","12","0","813","298"
"Fragaria vesca","Neotropical","44","0","4502","2"
"Fragaria vesca","Australian","14","0","3107","1397"
"Fragaria vesca","Nearctic","38","0","4504","0"
"Fragaria vesca","Panamanian","13","0","2523","1981"
"Fragaria vesca","Afrotropical","5","0","3041","1463"
"Fragaria virginiana","Palearctic_West","25","0","1050","14"
"Frangula alnus","Nearctic","102","0","2531","0"
"Fraxinus americana","Palearctic_West","18","0","360","0"
"Fraxinus pennsylvanica","Palearctic_West","77","0","605","3"
"Gaillardia aristata","Palearctic_West","19","0","321","2"
"Galanthus elwesii","Nearctic","6","0","156","0"
"Galanthus nivalis","Palearctic_West","722","0","1035","0"
"Galanthus nivalis","Nearctic","25","0","1035","0"
"Galeopsis tetrahit","Nearctic","157","1","3309","0"
"Galeopsis tetrahit","Palearctic_West","15","0","3309","0"
"Geranium molle","Nearctic","139","2","3003","0"
"Geranium molle","Australian","249","1","2964","39"
"Geranium molle","Afrotropical","7","0","2918","85"
"Geranium pusillum","Nearctic","157","0","2389","0"
"Geranium pusillum","Australian","7","0","2227","162"
"Geum macrophyllum","Palearctic_West","88","0","655","37"
"Glaucium flavum","Australian","26","1","535","0"
"Glaucium flavum","Nearctic","11","0","535","0"
"Glechoma hederacea","Nearctic","328","0","2408","4"
"Glechoma hederacea","Australian","12","0","1837","575"
"Glechoma hederacea","Sino-Japanese","47","0","2378","34"
"Gleditsia triacanthos","Neotropical","8","0","402","1"
"Gleditsia triacanthos","Palearctic_West","205","0","398","5"
"Gleditsia triacanthos","Australian","66","0","398","5"
"Gleditsia triacanthos","Afrotropical","17","0","400","3"
"Glossostigma cleistanthum","Nearctic","11","0","38","0"
"Glyceria maxima","Palearctic_West","264","0","1704","0"
"Glyceria maxima","Australian","106","1","1686","18"
"Glyceria maxima","Nearctic","40","0","1704","0"
"Glyceria striata","Palearctic_West","66","0","854","5"
"Glyceria striata","Australian","5","0","564","295"
"Grevillea robusta","Oriental","7","0","107","0"
"Grevillea robusta","Nearctic","26","1","107","0"
"Grevillea robusta","Palearctic_West","12","0","100","7"
"Grevillea robusta","Neotropical","25","1","107","0"
"Grevillea robusta","Afrotropical","16","0","107","0"
"Grevillea robusta","Panamanian","21","3","98","9"
"Grindelia squarrosa","Palearctic_West","8","0","392","0"
"Gypsophila paniculata","Palearctic_West","129","0","38","0"
"Gypsophila paniculata","Australian","7","0","31","7"
"Gypsophila paniculata","Nearctic","68","0","38","0"
"Harrisia martinii","Australian","24","0","23","0"
"Harrisia tortuosa","Australian","10","0","12","0"
"Hedera helix","Australian","96","11","2682","12"
"Hedera helix","Nearctic","169","7","2694","0"
"Hedera helix","Neotropical","8","0","2692","2"
"Hemarthria altissima","Nearctic","21","0","223","1"
"Hemarthria altissima","Panamanian","5","0","203","21"
"Hemerocallis fulva","Palearctic_West","578","1","66","19"
"Hemerocallis fulva","Nearctic","142","0","84","1"
"Hesperis matronalis","Nearctic","389","2","464","0"
"Hesperis matronalis","Palearctic_West","1700","0","464","0"
"Hesperis matronalis","Australian","6","1","446","18"
"Hibiscus syriacus","Nearctic","48","0","125","6"
"Hibiscus syriacus","Palearctic_West","76","0","80","51"
"Holcus lanatus","Australian","252","2","1897","25"
"Holcus lanatus","Nearctic","123","4","1922","0"
"Holcus lanatus","Neotropical","55","0","1918","4"
"Holcus lanatus","Panamanian","5","6","1541","381"
"Holcus lanatus","Sino-Japanese","24","0","1907","15"
"Holcus lanatus","Palearctic_West","11","0","1922","0"
"Holcus lanatus","Afrotropical","7","0","1810","112"
"Hordeum jubatum","Palearctic_East","5","0","1037","44"
"Hordeum jubatum","Palearctic_West","642","0","1079","2"
"Hordeum jubatum","Neotropical","30","0","1076","5"
"Hordeum marinum","Australian","325","0","645","7"
"Hordeum marinum","Nearctic","243","2","651","1"
"Hordeum marinum","Afrotropical","6","0","649","3"
"Hordeum marinum","Neotropical","10","0","646","6"
"Hordeum murinum","Australian","859","0","2480","40"
"Hordeum murinum","Nearctic","462","0","2519","1"
"Hordeum murinum","Afrotropical","79","0","2493","27"
"Hordeum murinum","Palearctic_West","20","0","2518","2"
"Hordeum murinum","Neotropical","65","0","2499","21"
"Hordeum murinum","Sino-Japanese","7","0","2476","44"
"Hydrilla verticillata","Nearctic","111","0","337","17"
"Hydrilla verticillata","Panamanian","14","0","321","33"
"Hydrocharis morsus-ranae","Nearctic","26","0","1437","0"
"Hydrocleys nymphoides","Australian","16","0","96","5"
"Hylocereus undatus","Neotropical","23","0","55","0"
"Hylocereus undatus","Australian","14","0","53","2"
"Hylocereus undatus","Palearctic_West","5","0","20","35"
"Hylocereus undatus","Panamanian","18","0","55","0"
"Hymenachne amplexicaulis","Australian","94","2","375","111"
"Hyoscyamus niger","Nearctic","62","0","1823","0"
"Hyoscyamus niger","Palearctic_West","47","0","1820","3"
"Hyoscyamus niger","Australian","9","0","1639","184"
"Hypericum perforatum","Australian","336","1","3017","382"
"Hypericum perforatum","Nearctic","550","0","3398","1"
"Hypericum perforatum","Sino-Japanese","20","0","3358","41"
"Hypericum perforatum","Neotropical","16","0","3392","7"
"Hypochaeris radicata","Australian","837","26","2667","34"
"Hypochaeris radicata","Nearctic","210","9","2701","0"
"Hypochaeris radicata","Neotropical","83","4","2699","2"
"Hypochaeris radicata","Afrotropical","91","0","2533","168"
"Hypochaeris radicata","Sino-Japanese","32","1","2683","18"
"Hypochaeris radicata","Oriental","1","4","2510","191"
"Hypochaeris radicata","Panamanian","12","5","1929","772"
"Impatiens capensis","Palearctic_West","195","0","657","14"
"Imperata cylindrica","Nearctic","12","0","1323","43"
"Imperata cylindrica","Oceanian","6","0","406","960"
"Imperata cylindrica","Madagascan","15","0","856","510"
"Imperata cylindrica","Neotropical","5","0","1348","18"
"Ipomoea aquatica","Oriental","11","0","239","1"
"Ipomoea aquatica","Nearctic","7","0","231","9"
"Ipomoea aquatica","Panamanian","11","0","204","36"
"Ipomoea aquatica","Oceanian","5","0","70","170"
"Ipomoea aquatica","Neotropical","13","0","213","27"
"Ipomoea aquatica","Madagascan","11","0","202","38"
"Ipomoea purpurea","Nearctic","146","0","330","4"
"Ipomoea purpurea","Palearctic_West","221","0","243","91"
"Ipomoea purpurea","Sino-Japanese","40","0","320","14"
"Ipomoea purpurea","Australian","54","0","310","24"
"Ipomoea purpurea","Afrotropical","50","0","324","10"
"Ipomoea purpurea","Madagascan","7","0","219","115"
"Ipomoea purpurea","Oriental","11","0","325","9"
"Ipomoea purpurea","Oceanian","5","0","117","217"
"Iris pseudacorus","Nearctic","178","6","3223","0"
"Iris pseudacorus","Australian","27","0","2925","298"
"Iris pseudacorus","Sino-Japanese","24","1","3210","13"
"Iris pseudacorus","Palearctic_West","10","0","3223","0"
"Isatis tinctoria","Palearctic_West","362","0","426","0"
"Isatis tinctoria","Nearctic","92","0","426","0"
"Jacaranda mimosifolia","Nearctic","40","0","94","2"
"Jacaranda mimosifolia","Australian","69","0","92","4"
"Jacaranda mimosifolia","Palearctic_West","9","0","70","26"
"Jacaranda mimosifolia","Afrotropical","18","0","94","2"
"Jacaranda mimosifolia","Panamanian","12","0","91","5"
"Juglans nigra","Palearctic_West","187","0","350","1"
"Juglans regia","Australian","19","0","102","36"
"Juglans regia","Palearctic_West","1604","0","128","10"
"Juglans regia","Nearctic","60","0","138","0"
"Juncus bufonius","Australian","31","0","4333","1507"
"Juncus bufonius","Afrotropical","33","0","4189","1651"
"Juncus compressus","Nearctic","58","0","1962","0"
"Juncus ensifolius","Palearctic_West","65","0","343","29"
"Juncus ensifolius","Australian","6","0","261","111"
"Juncus gerardii","Australian","8","1","1141","254"
"Juncus inflexus","Nearctic","9","0","2479","0"
"Juncus tenuis","Australian","97","2","650","170"
"Juncus tenuis","Palearctic_West","2030","0","753","67"
"Juncus tenuis","Sino-Japanese","72","0","808","12"
"Juncus tenuis","Oriental","7","0","702","118"
"Juncus tenuis","Afrotropical","13","0","705","115"
"Juniperus virginiana","Palearctic_West","56","0","570","20"
"Kalanchoe pinnata","Nearctic","27","1","16","0"
"Kalanchoe pinnata","Neotropical","82","40","16","0"
"Kalanchoe pinnata","Australian","49","5","16","0"
"Kalanchoe pinnata","Panamanian","65","21","16","0"
"Kalanchoe pinnata","Oriental","17","4","16","0"
"Kalanchoe pinnata","Oceanian","6","2","7","9"
"Kalanchoe pinnata","Afrotropical","9","6","16","0"
"Khaya senegalensis","Australian","14","0","81","8"
"Kochia scoparia","Nearctic","375","0","44","1"
"Kochia scoparia","Palearctic_West","22","0","38","7"
"Kochia scoparia","Saharo-Arabian","5","0","27","18"
"Kochia scoparia","Australian","5","0","34","11"
"Koeleria macrantha","Australian","11","0","1795","362"
"Lactuca serriola","Nearctic","620","0","2470","1"
"Lactuca serriola","Palearctic_West","220","0","2470","1"
"Lactuca serriola","Australian","633","0","2381","90"
"Lactuca serriola","Neotropical","45","0","2468","3"
"Lactuca serriola","Afrotropical","25","0","2391","80"
"Lamium amplexicaule","Nearctic","566","0","2958","0"
"Lamium amplexicaule","Australian","205","0","2698","260"
"Lamium amplexicaule","Afrotropical","17","0","2688","270"
"Lamium amplexicaule","Neotropical","30","0","2956","2"
"Lamium amplexicaule","Palearctic_West","17","0","2951","7"
"Lampranthus glaucus","Australian","8","0","15","0"
"Lantana camara","Australian","236","1","760","190"
"Lantana camara","Nearctic","303","1","856","94"
"Lantana camara","Oceanian","29","0","743","207"
"Lantana camara","Palearctic_West","75","0","383","567"
"Lantana camara","Sino-Japanese","24","0","908","42"
"Lantana camara","Oriental","67","2","946","4"
"Lantana camara","Neotropical","70","0","950","0"
"Lantana camara","Madagascan","13","0","808","142"
"Lantana camara","Afrotropical","204","2","920","30"
"Lantana camara","Saharo-Arabian","15","2","187","763"
"Lantana camara","Panamanian","161","0","944","6"
"Lathyrus latifolius","Australian","55","1","833","0"
"Lathyrus latifolius","Nearctic","222","0","833","0"
"Lathyrus latifolius","Palearctic_West","935","0","833","0"
"Leonurus cardiaca","Palearctic_West","190","0","1234","1"
"Leonurus cardiaca","Nearctic","233","0","1235","0"
"Lepidium densiflorum","Palearctic_West","802","0","869","6"
"Lepidium densiflorum","Australian","5","0","518","357"
"Lepidium latifolium","Nearctic","211","0","506","0"
"Lepidium latifolium","Palearctic_West","136","0","493","13"
"Lepidium latifolium","Palearctic_East","7","0","480","26"
"Lepidium latifolium","Saharo-Arabian","33","0","490","16"
"Lepidium perfoliatum","Nearctic","278","0","34","0"
"Lepidium perfoliatum","Neotropical","15","0","33","1"
"Lepidium perfoliatum","Palearctic_West","242","0","34","0"
"Lepidium perfoliatum","Australian","10","0","27","7"
"Lepidium perfoliatum","Sino-Japanese","6","0","33","1"
"Lepidium virginicum","Palearctic_West","879","0","675","93"
"Lepidium virginicum","Australian","81","0","664","104"
"Lepidium virginicum","Neotropical","53","0","760","8"
"Lepidium virginicum","Sino-Japanese","50","0","742","26"
"Lepidium virginicum","Afrotropical","14","0","700","68"
"Lepidium virginicum","Oriental","33","0","663","105"
"Lespedeza cuneata","Nearctic","183","0","250","4"
"Leucaena leucocephala","Oceanian","25","0","67","142"
"Leucaena leucocephala","Nearctic","16","0","195","14"
"Leucaena leucocephala","Australian","137","0","190","19"
"Leucaena leucocephala","Madagascan","20","0","185","24"
"Leucaena leucocephala","Neotropical","170","1","209","0"
"Leucaena leucocephala","Afrotropical","65","0","208","1"
"Leucaena leucocephala","Panamanian","63","0","188","21"
"Leucaena leucocephala","Palearctic_West","15","0","81","128"
"Leucaena leucocephala","Saharo-Arabian","3","3","74","135"
"Leucaena leucocephala","Oriental","71","0","209","0"
"Leucaena leucocephala","Sino-Japanese","7","0","178","31"
"Leucanthemum vulgare","Australian","132","4","2568","350"
"Leucanthemum vulgare","Nearctic","612","15","2918","0"
"Leucanthemum vulgare","Palearctic_West","1279","0","2918","0"
"Leucanthemum vulgare","Sino-Japanese","26","0","2871","47"
"Leucanthemum vulgare","Neotropical","18","0","2912","6"
"Leucanthemum vulgare","Afrotropical","10","0","2464","454"
"Leucanthemum vulgare","Panamanian","6","2","2150","768"
"Leucanthemum vulgare","Oriental","0","5","2592","326"
"Leymus arenarius","Nearctic","15","0","1270","0"
"Leymus arenarius","Australian","5","0","707","563"
"Leymus arenarius","Palearctic_West","7","0","1270","0"
"Ligustrum japonicum","Nearctic","34","0","77","7"
"Ligustrum japonicum","Palearctic_West","25","0","42","42"
"Ligustrum japonicum","Neotropical","8","0","84","0"
"Ligustrum lucidum","Nearctic","68","0","147","0"
"Ligustrum lucidum","Australian","144","0","145","2"
"Ligustrum lucidum","Palearctic_West","103","0","126","21"
"Ligustrum lucidum","Neotropical","21","0","147","0"
"Ligustrum lucidum","Sino-Japanese","14","0","147","0"
"Ligustrum lucidum","Panamanian","10","0","145","2"
"Ligustrum ovalifolium","Palearctic_West","633","2","13","4"
"Ligustrum ovalifolium","Australian","13","1","17","0"
"Ligustrum ovalifolium","Nearctic","16","0","16","1"
"Ligustrum sinense","Nearctic","125","0","242","9"
"Ligustrum sinense","Australian","162","0","239","12"
"Ligustrum sinense","Panamanian","6","0","249","2"
"Ligustrum sinense","Afrotropical","5","0","234","17"
"Ligustrum sinense","Neotropical","13","0","249","2"
"Ligustrum vulgare","Nearctic","80","1","2526","0"
"Ligustrum vulgare","Australian","51","2","2517","9"
