"source";"citation";"country";"scientific_name"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Egypt";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"El Salvador";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Eritrea";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Estonia";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Ethiopia";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Finland";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"France";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"French Guiana";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Gambia";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Germany";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Greece";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Guadeloupe";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Guatemala";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Guyana";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Haiti";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Honduras";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Hungary";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Iran";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Iraq";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Ireland";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Israel";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Italy";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Jamaica";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Japan";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Jordan";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Kazakhstan";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Kenya";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Kuwait";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Kyrgyzstan";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Latvia";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Lebanon";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Lesotho";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Libya";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Lithuania";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Macedonia";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Madagascar";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Martinique";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Mexico";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Moldova";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Mongolia";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Montenegro";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Morocco";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Mozambique";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Namibia";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Netherlands";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Nicaragua";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Niger";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Nigeria";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Norway";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Pakistan";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Panama";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Peru";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Poland";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Portugal";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Puerto Rico";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Romania";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Russian Federation";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Senegal";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Serbia";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Slovakia";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Slovenia";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Somalia";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"South Africa";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Spain";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Sudan";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Suriname";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Swaziland";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Sweden";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Switzerland";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Syria";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Tajikistan";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Tunisia";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Turkey";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Turkmenistan";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Ukraine";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"United Kingdom";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"United States";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Uruguay";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Uzbekistan";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Venezuela";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Yemen";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Zambia";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phragmites australis (Cav.) Trin. ex Steud.";"Zimbabwe";"Phragmites australis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phyllanthus fluitans Benth. ex M&uuml;ll. Arg.";"Argentina";"Phyllanthus fluitans"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phyllanthus fluitans Benth. ex M&uuml;ll. Arg.";"Bolivia";"Phyllanthus fluitans"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phyllanthus fluitans Benth. ex M&uuml;ll. Arg.";"Brazil";"Phyllanthus fluitans"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phyllanthus fluitans Benth. ex M&uuml;ll. Arg.";"Ecuador";"Phyllanthus fluitans"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phyllanthus fluitans Benth. ex M&uuml;ll. Arg.";"Paraguay";"Phyllanthus fluitans"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phyllanthus fluitans Benth. ex M&uuml;ll. Arg.";"Peru";"Phyllanthus fluitans"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phyllanthus fluitans Benth. ex M&uuml;ll. Arg.";"Venezuela";"Phyllanthus fluitans"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phyllostachys aurea Rivi&egrave;re & C. Rivi&egrave;re";"China";"Phyllostachys aurea"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phyllostachys aurea Rivi&egrave;re & C. Rivi&egrave;re";"Taiwan";"Phyllostachys aurea"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Physalis virginiana Mill.";"Canada";"Physalis virginiana"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Physalis virginiana Mill.";"United States";"Physalis virginiana"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Phytelephas aequatorialis Spruce";"Ecuador";"Phytelephas aequatorialis"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Albania";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Austria";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Belarus";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Bosnia and Herzegovina";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Bulgaria";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Croatia";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Czech Republic";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Estonia";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Finland";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"France";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Germany";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Greece";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Hungary";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Italy";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Latvia";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Lithuania";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Macedonia";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Montenegro";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Norway";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Poland";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Romania";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Russian Federation";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Serbia";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Slovakia";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Slovenia";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Sweden";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Switzerland";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea abies (L.) H. Karst.";"Ukraine";"Picea abies"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea engelmannii Parry ex Engelm.";"Canada";"Picea engelmannii"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea engelmannii Parry ex Engelm.";"Mexico";"Picea engelmannii"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea engelmannii Parry ex Engelm.";"United States";"Picea engelmannii"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea omorika (Pan&ccaron;i&cacute;) Purk.";"Bosnia and Herzegovina";"Picea omorika"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea omorika (Pan&ccaron;i&cacute;) Purk.";"Serbia";"Picea omorika"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Picea pungens Engelm.";"United States";"Picea pungens"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus contorta Douglas ex Loudon";"Canada";"Pinus contorta"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus contorta Douglas ex Loudon";"Mexico";"Pinus contorta"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus contorta Douglas ex Loudon";"United States";"Pinus contorta"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus merkusii Jungh. & de Vriese";"Cambodia";"Pinus merkusii"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus merkusii Jungh. & de Vriese";"China";"Pinus merkusii"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus merkusii Jungh. & de Vriese";"Indonesia";"Pinus merkusii"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus merkusii Jungh. & de Vriese";"Laos";"Pinus merkusii"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus merkusii Jungh. & de Vriese";"Myanmar";"Pinus merkusii"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus merkusii Jungh. & de Vriese";"Philippines";"Pinus merkusii"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus merkusii Jungh. & de Vriese";"Thailand";"Pinus merkusii"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus merkusii Jungh. & de Vriese";"Vietnam";"Pinus merkusii"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus palustris Mill.";"United States";"Pinus palustris"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus ponderosa P. Lawson & C. Lawson";"Canada";"Pinus ponderosa"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus ponderosa P. Lawson & C. Lawson";"Mexico";"Pinus ponderosa"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus ponderosa P. Lawson & C. Lawson";"United States";"Pinus ponderosa"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus sylvestris L.";"Albania";"Pinus sylvestris"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus sylvestris L.";"Armenia";"Pinus sylvestris"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus sylvestris L.";"Austria";"Pinus sylvestris"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus sylvestris L.";"Belarus";"Pinus sylvestris"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus sylvestris L.";"Bosnia and Herzegovina";"Pinus sylvestris"
"http://www.ars-grin.gov/cgi-bin/npgs/html/tax_search.pl? native_search.py uploaded on the 17th of Nov";"Pinus sylvestris L.";"Bulgaria";"Pinus sylvestris"
